date,cases_new,cases_recovered,cases_active,daily_full,N,Cum_NewCases,Cum_Recovered,Cum_Vax,,S=N-(I+R+V),v(t),,,,,,,,,,
03/04/2022,"12,380","20,635","192,832","10,850",,"4,246,467","4,018,421","25,835,123",,"-1,500,011",-0.00723328,,,,,,,,,,
04/04/2022,"10,002","23,302","179,501","9,184",,"4,256,469","4,041,723","25,844,307",,"-1,542,499",-0.00595397,,,,,,,,,,
05/04/2022,"12,017","20,431","171,061","9,450",,"4,268,486","4,062,154","25,853,757",,"-1,584,397",-0.00596441,,,,,,,,,,
06/04/2022,"12,105","21,029","162,114","12,516",,"4,280,591","4,083,183","25,866,273",,"-1,630,047",-0.00767831,,,,,,,,,,
07/04/2022,"11,994","16,603","157,486","16,159",,"4,292,585","4,099,786","25,882,432",,"-1,674,803",-0.00964830,,,,,,,,,,
08/04/2022,"14,944","14,045","158,372","21,727",,"4,307,529","4,113,831","25,904,159",,"-1,725,519",-0.01259157,,,,,,,,,,
09/04/2022,"10,177","15,132","153,399","30,390",,"4,317,706","4,128,963","25,934,549",,"-1,781,218",-0.01706136,,,,,,,,,,
10/04/2022,"8,112","15,765","145,730","30,296",,"4,325,818","4,144,728","25,964,845",,"-1,835,391",-0.01650656,,,,,,,,,,
11/04/2022,"7,739","19,049","134,398","33,895",,"4,333,557","4,163,777","25,998,740",,"-1,896,074",-0.01787641,,,,,,,,,,
12/04/2022,"9,002","16,986","126,397","35,080",,"4,342,559","4,180,763","26,033,820",,"-1,957,142",-0.01792410,,,,,,,,,,
13/04/2022,"10,052","15,893","120,542","36,789",,"4,352,611","4,196,656","26,070,609",,"-2,019,876",-0.01821349,,,,,,,,,,
14/04/2022,"10,413","13,202","117,736","44,582",,"4,363,024","4,209,858","26,115,191",,"-2,088,073",-0.02135079,,,,,,,,,,
15/04/2022,"9,673","14,267","113,124","41,826",,"4,372,697","4,224,125","26,157,017",,"-2,153,839",-0.01941928,,,,,,,,,,
16/04/2022,"9,705","14,346","108,473","63,882",,"4,382,402","4,238,471","26,220,899",,"-2,241,772",-0.02849621,,,,,,,,,,
17/04/2022,"6,623","11,233","103,856","47,886",,"4,389,025","4,249,704","26,268,785",,"-2,307,514",-0.02075220,,,,,,,,,,
18/04/2022,"7,140","14,423","96,560","43,062",,"4,396,165","4,264,127","26,311,847",,"-2,372,139",-0.01815324,,,,,,,,,,
19/04/2022,"6,069","10,619","92,003","37,522",,"4,402,234","4,274,746","26,349,369",,"-2,426,349",-0.01546439,,,,,,,,,,
20/04/2022,"6,968","8,267","90,695","47,244",,"4,409,202","4,283,013","26,396,613",,"-2,488,828",-0.01898243,,,,,,,,,,
21/04/2022,"5,899","8,434","88,149","43,729",,"4,415,101","4,291,447","26,440,342",,"-2,546,890",-0.01716957,,,,,,,,,,
22/04/2022,"6,342","9,111","85,372","46,811",,"4,421,443","4,300,558","26,487,153",,"-2,609,154",-0.01794106,,,,,,,,,,
23/04/2022,"5,624","10,041","80,948","58,110",,"4,427,067","4,310,599","26,545,263",,"-2,682,929",-0.02165916,,,,,,,,,,
24/04/2022,"4,006","10,223","74,724","40,994",,"4,431,073","4,320,822","26,586,257",,"-2,738,152",-0.01497141,,,,,,,,,,
25/04/2022,"2,478","9,215","67,982","28,677",,"4,433,551","4,330,037","26,614,934",,"-2,778,522",-0.01032095,,,,,,,,,,
26/04/2022,"3,361","9,484","61,851","24,501",,"4,436,912","4,339,521","26,639,435",,"-2,815,868",-0.00870105,,,,,,,,,,
27/04/2022,"3,471","6,900","58,414","24,410",,"4,440,383","4,346,421","26,663,845",,"-2,850,649",-0.00856296,,,,,,,,,,
28/04/2022,"2,935","7,585","53,755","21,794",,"4,443,318","4,354,006","26,685,639",,"-2,882,963",-0.00755958,,,,,,,,,,
29/04/2022,"2,579","6,055","50,275","27,204",,"4,445,897","4,360,061","26,712,843",,"-2,918,801",-0.00932027,,,,,,,,,,
30/04/2022,"2,107","6,890","45,488","28,195",,"4,448,004","4,366,951","26,741,038",,"-2,955,993",-0.00953825,,,,,,,,,,
01/05/2022,"1,503","5,839","41,144","10,409",,"4,449,507","4,372,790","26,751,447",,"-2,973,744",-0.00350030,,,,,,,,,,
02/05/2022,"1,352","6,074","36,419","1,700",,"4,450,859","4,378,864","26,753,147",,"-2,982,870",-0.00056992,,,,,,,,,,
03/05/2022,922,"5,520","31,818","1,148",,"4,451,781","4,384,384","26,754,295",,"-2,990,460",-0.00038389,,,,,,,,,,
04/05/2022,"1,054","4,107","28,759","1,565",,"4,452,835","4,388,491","26,755,860",,"-2,997,186",-0.00052216,,,,,,,,,,
05/05/2022,"1,278","2,599","27,434","8,237",,"4,454,113","4,391,090","26,764,097",,"-3,009,300",-0.00273718,,,,,,,,,,
06/05/2022,"1,251","3,181","25,503","14,487",,"4,455,364","4,394,271","26,778,584",,"-3,028,219",-0.00478400,,,,,,,,,,
07/05/2022,"1,372","3,610","23,262","18,540",,"4,456,736","4,397,881","26,797,124",,"-3,051,741",-0.00607522,,,,,,,,,,
08/05/2022,"2,153","2,869","22,542","20,580",,"4,458,889","4,400,750","26,817,704",,"-3,077,343",-0.00668759,,,,,,,,,,
09/05/2022,"2,246","2,433","22,349","17,934",,"4,461,135","4,403,183","26,835,638",,"-3,099,956",-0.00578524,,,,,,,,,,
10/05/2022,"2,605","2,014","22,935","17,279",,"4,463,740","4,405,197","26,852,917",,"-3,121,854",-0.00553485,,,,,,,,,,
11/05/2022,"3,321","1,416","24,834","16,449",,"4,467,061","4,406,613","26,869,366",,"-3,143,040",-0.00523347,,,,,,,,,,
12/05/2022,"3,410","1,430","26,808","19,116",,"4,470,471","4,408,043","26,888,482",,"-3,166,996",-0.00603600,,,,,,,,,,
13/05/2022,"3,029","1,116","28,717","29,463",,"4,473,500","4,409,159","26,917,945",,"-3,200,604",-0.00920545,,,,,,,,,,
14/05/2022,"2,373","1,340","29,747","27,278",,"4,475,873","4,410,499","26,945,223",,"-3,231,595",-0.00844103,,,,,,,,,,
15/05/2022,"2,239","1,263","30,718","14,319",,"4,478,112","4,411,762","26,959,542",,"-3,249,416",-0.00440664,,,,,,,,,,
16/05/2022,"1,697","1,548","30,863","5,592",,"4,479,809","4,413,310","26,965,134",,"-3,258,253",-0.00171626,,,,,,,,,,
17/05/2022,"1,469","1,836","30,495","9,540",,"4,481,278","4,415,146","26,974,674",,"-3,271,098",-0.00291645,,,,,,,,,,
18/05/2022,"2,017","2,548","29,959","7,152",,"4,483,295","4,417,694","26,981,826",,"-3,282,815",-0.00217862,,,,,,,,,,
19/05/2022,"2,124","2,303","29,776","8,474",,"4,485,419","4,419,997","26,990,300",,"-3,295,716",-0.00257122,,,,,,,,,,
20/05/2022,"2,063","2,618","29,218","13,968",,"4,487,482","4,422,615","27,004,268",,"-3,314,365",-0.00421438,,,,,,,,,,
21/05/2022,"2,021","3,162","28,077","14,591",,"4,489,503","4,425,777","27,018,859",,"-3,334,139",-0.00437624,,,,,,,,,,
22/05/2022,"1,817","3,389","26,503","8,831",,"4,491,320","4,429,166","27,027,690",,"-3,348,176",-0.00263756,,,,,,,,,,
23/05/2022,"1,544","2,905","25,138","4,932",,"4,492,864","4,432,071","27,032,622",,"-3,357,557",-0.00146893,,,,,,,,,,
24/05/2022,"1,918","2,124","24,927","5,217",,"4,494,782","4,434,195","27,037,839",,"-3,366,816",-0.00154954,,,,,,,,,,
25/05/2022,"2,430","2,192","25,163","5,294",,"4,497,212","4,436,387","27,043,133",,"-3,376,732",-0.00156779,,,,,,,,,,
26/05/2022,"1,845","1,825","25,179","6,239",,"4,499,057","4,438,212","27,049,372",,"-3,386,641",-0.00184224,,,,,,,,,,
27/05/2022,"1,877","1,680","25,372","10,899",,"4,500,934","4,439,892","27,060,271",,"-3,401,097",-0.00320455,,,,,,,,,,
28/05/2022,"1,645","1,809","25,205","10,504",,"4,502,579","4,441,701","27,070,775",,"-3,415,055",-0.00307579,,,,,,,,,,
29/05/2022,"1,155","1,975","24,381","6,946",,"4,503,734","4,443,676","27,077,721",,"-3,425,131",-0.00202795,,,,,,,,,,
30/05/2022,"1,325","1,935","23,766","4,786",,"4,505,059","4,445,611","27,082,507",,"-3,433,177",-0.00139404,,,,,,,,,,
31/05/2022,"1,451","2,071","23,144","4,661",,"4,506,510","4,447,682","27,087,168",,"-3,441,360",-0.00135441,,,,,,,,,,
01/06/2022,"1,809","1,911","23,034","2,689",,"4,508,319","4,449,593","27,089,857",,"-3,447,769",-0.00077992,,,,,,,,,,
02/06/2022,"1,877","1,715","23,191","4,172",,"4,510,196","4,451,308","27,094,029",,"-3,455,533",-0.00120734,,,,,,,,,,
03/06/2022,"1,844","2,005","23,026","6,844",,"4,512,040","4,453,313","27,100,873",,"-3,466,226",-0.00197448,,,,,,,,,,
04/06/2022,"1,591","2,185","22,428","5,677",,"4,513,631","4,455,498","27,106,550",,"-3,475,679",-0.00163335,,,,,,,,,,
05/06/2022,"1,358","1,620","22,166","3,186",,"4,514,989","4,457,118","27,109,736",,"-3,481,843",-0.00091503,,,,,,,,,,
06/06/2022,"1,330","1,881","21,612","1,347",,"4,516,319","4,458,999","27,111,083",,"-3,486,401",-0.00038636,,,,,,,,,,
07/06/2022,"1,128","1,547","21,191","3,730",,"4,517,447","4,460,546","27,114,813",,"-3,492,806",-0.00106791,,,,,,,,,,
08/06/2022,"1,518","1,125","21,579","3,840",,"4,518,965","4,461,671","27,118,653",,"-3,499,289",-0.00109737,,,,,,,,,,
09/06/2022,"1,887","1,399","22,066","5,854",,"4,520,852","4,463,070","27,124,507",,"-3,508,429",-0.00166855,,,,,,,,,,
10/06/2022,"2,166","1,488","22,741","9,594",,"4,523,018","4,464,558","27,134,101",,"-3,521,677",-0.00272427,,,,,,,,,,
11/06/2022,"1,709","1,746","22,700","10,718",,"4,524,727","4,466,304","27,144,819",,"-3,535,850",-0.00303124,,,,,,,,,,
12/06/2022,"1,571","1,887","22,384","6,521",,"4,526,298","4,468,191","27,151,340",,"-3,545,829",-0.00183906,,,,,,,,,,
13/06/2022,"2,092","1,876","22,594","5,297",,"4,528,390","4,470,067","27,156,637",,"-3,555,094",-0.00148997,,,,,,,,,,
14/06/2022,"1,922","1,564","22,949","4,761",,"4,530,312","4,471,631","27,161,398",,"-3,563,341",-0.00133611,,,,,,,,,,
15/06/2022,"2,320","1,390","23,878","6,287",,"4,532,632","4,473,021","27,167,685",,"-3,573,338",-0.00175942,,,,,,,,,,
16/06/2022,"2,033","1,337","24,572","9,628",,"4,534,665","4,474,358","27,177,313",,"-3,586,336",-0.00268463,,,,,,,,,,
17/06/2022,"2,130","1,080","25,622","14,773",,"4,536,795","4,475,438","27,192,086",,"-3,604,319",-0.00409869,,,,,,,,,,
18/06/2022,"2,127","1,390","26,359","13,945",,"4,538,922","4,476,828","27,206,031",,"-3,621,781",-0.00385032,,,,,,,,,,
19/06/2022,"1,690","2,108","25,936","8,657",,"4,540,612","4,478,936","27,214,688",,"-3,634,236",-0.00238207,,,,,,,,,,
20/06/2022,"2,093","2,082","25,945","5,221",,"4,542,705","4,481,018","27,219,909",,"-3,643,632",-0.00143291,,,,,,,,,,
21/06/2022,"1,921","1,716","26,147","4,904",,"4,544,626","4,482,734","27,224,813",,"-3,652,173",-0.00134276,,,,,,,,,,
22/06/2022,"2,425","1,550","27,021","6,610",,"4,547,051","4,484,284","27,231,423",,"-3,662,758",-0.00180465,,,,,,,,,,
23/06/2022,"2,796","2,503","27,313","8,013",,"4,549,847","4,486,787","27,239,436",,"-3,676,070",-0.00217977,,,,,,,,,,
24/06/2022,"2,512","1,580","28,242","13,445",,"4,552,359","4,488,367","27,252,881",,"-3,693,607",-0.00364007,,,,,,,,,,
25/06/2022,"2,302","2,539","28,001","9,213",,"4,554,661","4,490,906","27,262,094",,"-3,707,661",-0.00248486,,,,,,,,,,
26/06/2022,"2,003","1,861","28,138","5,032",,"4,556,664","4,492,767","27,267,126",,"-3,716,557",-0.00135394,,,,,,,,,,
27/06/2022,"1,894","1,944","28,084","2,216",,"4,558,558","4,494,711","27,269,342",,"-3,722,611",-0.00059528,,,,,,,,,,
28/06/2022,"2,025","2,367","27,742","1,645",,"4,560,583","4,497,078","27,270,987",,"-3,728,648",-0.00044118,,,,,,,,,,
29/06/2022,"2,605","1,633","28,714","1,723",,"4,563,188","4,498,711","27,272,710",,"-3,734,609",-0.00046136,,,,,,,,,,
