date,cases_new,cases_recovered,cases_active,daily_full,N,Cum_NewCases,Cum_Recovered,Cum_Vax,,S=N-(I+R+V),v(t),,,,,,,,,,
10/09/2021,"21,176","21,476","238,386","198,005",,"1,940,950","1,678,958","17,355,338",,"11,624,754",0.01703305,,,,,,,,,,
11/09/2021,"19,550","21,771","235,952","189,841",,"1,960,500","1,700,729","17,545,179",,"11,393,592",0.01666209,,,,,,,,,,
12/09/2021,"19,198","20,980","233,944","166,924",,"1,979,698","1,721,709","17,712,103",,"11,186,490",0.01492193,,,,,,,,,,
13/09/2021,"16,073","24,813","225,023","173,354",,"1,995,771","1,746,522","17,885,457",,"10,972,250",0.01579931,,,,,,,,,,
14/09/2021,"15,669","18,053","222,445","189,674",,"2,011,440","1,764,575","18,075,131",,"10,748,854",0.01764597,,,,,,,,,,
15/09/2021,"19,495","18,760","222,969","199,454",,"2,030,935","1,783,335","18,274,585",,"10,511,145",0.01897548,,,,,,,,,,
16/09/2021,"18,815","16,939","224,663","154,454",,"2,049,750","1,800,274","18,429,039",,"10,320,937",0.01496511,,,,,,,,,,
17/09/2021,"17,577","22,970","219,080","182,318",,"2,067,327","1,823,244","18,611,357",,"10,098,072",0.01805473,,,,,,,,,,
18/09/2021,"15,549","17,205","217,257","176,277",,"2,082,876","1,840,449","18,787,634",,"9,889,041",0.01782549,,,,,,,,,,
19/09/2021,"14,954","23,469","208,583","172,437",,"2,097,830","1,863,918","18,960,071",,"9,678,181",0.01781709,,,,,,,,,,
20/09/2021,"14,345","16,814","205,967","211,275",,"2,112,175","1,880,732","19,171,346",,"9,435,747",0.02239091,,,,,,,,,,
21/09/2021,"15,759","16,650","204,924","148,433",,"2,127,934","1,897,382","19,319,779",,"9,254,905",0.01603831,,,,,,,,,,
22/09/2021,"14,990","19,702","200,068","214,732",,"2,142,924","1,917,084","19,534,511",,"9,005,481",0.02384459,,,,,,,,,,
23/09/2021,"13,754","16,628","197,046","208,876",,"2,156,678","1,933,712","19,743,387",,"8,766,223",0.02382737,,,,,,,,,,
24/09/2021,"14,554","16,751","194,703","168,874",,"2,171,232","1,950,463","19,912,261",,"8,566,044",0.01971435,,,,,,,,,,
25/09/2021,"13,899","18,074","190,369","158,337",,"2,185,131","1,968,537","20,070,598",,"8,375,734",0.01890425,,,,,,,,,,
26/09/2021,"13,104","20,971","182,375","162,518",,"2,198,235","1,989,508","20,233,116",,"8,179,141",0.01986981,,,,,,,,,,
27/09/2021,"10,959","16,430","176,775","162,066",,"2,209,194","2,005,938","20,395,182",,"7,989,686",0.02028440,,,,,,,,,,
28/09/2021,"11,332","14,160","173,842","170,600",,"2,220,526","2,020,098","20,565,782",,"7,793,594",0.02188977,,,,,,,,,,
29/09/2021,"12,434","17,000","169,152","158,711",,"2,232,960","2,037,098","20,724,493",,"7,605,449",0.02086806,,,,,,,,,,
30/09/2021,"12,735","17,725","164,032","172,342",,"2,245,695","2,054,823","20,896,835",,"7,402,647",0.02328113,,,,,,,,,,
01/10/2021,"11,889","15,891","159,932","143,507",,"2,257,584","2,070,714","21,040,342",,"7,231,360",0.01984509,,,,,,,,,,
02/10/2021,"10,915","15,396","155,320","131,238",,"2,268,499","2,086,110","21,171,580",,"7,073,811",0.01855266,,,,,,,,,,
03/10/2021,"9,066","14,454","149,828","118,948",,"2,277,565","2,100,564","21,290,528",,"6,931,343",0.01716089,,,,,,,,,,
04/10/2021,"8,075","15,456","142,355","106,701",,"2,285,640","2,116,020","21,397,229",,"6,801,111",0.01568876,,,,,,,,,,
05/10/2021,"8,817","15,615","135,460","108,872",,"2,294,457","2,131,635","21,506,101",,"6,667,807",0.01632801,,,,,,,,,,
06/10/2021,"9,380","13,045","131,702","104,064",,"2,303,837","2,144,680","21,610,165",,"6,541,318",0.01590872,,,,,,,,,,
07/10/2021,"9,890","12,884","128,614","95,184",,"2,313,727","2,157,564","21,705,349",,"6,423,360",0.01481841,,,,,,,,,,
08/10/2021,"9,751","12,724","125,552","108,220",,"2,323,478","2,170,288","21,813,569",,"6,292,665",0.01719780,,,,,,,,,,
09/10/2021,"8,743","14,422","119,799","110,813",,"2,332,221","2,184,710","21,924,382",,"6,158,687",0.01799296,,,,,,,,,,
10/10/2021,"7,373","10,959","116,130","104,262",,"2,339,594","2,195,669","22,028,644",,"6,036,093",0.01727309,,,,,,,,,,
11/10/2021,"6,709","10,833","111,925","142,378",,"2,346,303","2,206,502","22,171,022",,"5,876,173",0.02422972,,,,,,,,,,
12/10/2021,"7,276","10,555","108,550","160,121",,"2,353,579","2,217,057","22,331,143",,"5,698,221",0.02810017,,,,,,,,,,
13/10/2021,"7,950","10,832","105,588","162,565",,"2,361,529","2,227,889","22,493,708",,"5,516,874",0.02946687,,,,,,,,,,
14/10/2021,"8,084","12,456","101,151","171,224",,"2,369,613","2,240,345","22,664,932",,"5,325,110",0.03215408,,,,,,,,,,
15/10/2021,"7,420","10,145","98,350","138,407",,"2,377,033","2,250,490","22,803,339",,"5,169,138",0.02677564,,,,,,,,,,
16/10/2021,"7,509","9,531","96,256","118,206",,"2,384,542","2,260,021","22,921,545",,"5,033,892",0.02348203,,,,,,,,,,
17/10/2021,"6,145","9,231","93,098","122,963",,"2,390,687","2,269,252","23,044,508",,"4,895,553",0.02511729,,,,,,,,,,
18/10/2021,"5,434","8,435","90,028","174,907",,"2,396,121","2,277,687","23,219,415",,"4,706,777",0.03716067,,,,,,,,,,
19/10/2021,"5,745","8,933","86,756","123,486",,"2,401,866","2,286,620","23,342,901",,"4,568,613",0.02702921,,,,,,,,,,
20/10/2021,"5,516","9,401","82,807","220,792",,"2,407,382","2,296,021","23,563,693",,"4,332,904",0.05095705,,,,,,,,,,
21/10/2021,"6,210","7,562","81,395","194,535",,"2,413,592","2,303,583","23,758,228",,"4,124,597",0.04716461,,,,,,,,,,
22/10/2021,"6,630","7,630","80,324","120,109",,"2,420,222","2,311,213","23,878,337",,"3,990,228",0.03010079,,,,,,,,,,
23/10/2021,"5,828","9,178","76,911","100,797",,"2,426,050","2,320,391","23,979,134",,"3,874,425",0.02601599,,,,,,,,,,
24/10/2021,"5,666","6,978","75,541","112,189",,"2,431,716","2,327,369","24,091,323",,"3,749,592",0.02992032,,,,,,,,,,
25/10/2021,"4,782","7,414","72,839","146,838",,"2,436,498","2,334,783","24,238,161",,"3,590,558",0.04089559,,,,,,,,,,
26/10/2021,"5,726","5,607","72,903","141,886",,"2,442,224","2,340,390","24,380,047",,"3,437,339",0.04127786,,,,,,,,,,
27/10/2021,"6,148","7,595","71,390","128,575",,"2,448,372","2,347,985","24,508,622",,"3,295,021",0.03902100,,,,,,,,,,
28/10/2021,"6,377","6,637","71,075","120,900",,"2,454,749","2,354,622","24,629,522",,"3,161,107",0.03824610,,,,,,,,,,
29/10/2021,"6,060","7,297","69,779","84,524",,"2,460,809","2,361,919","24,714,046",,"3,063,226",0.02759313,,,,,,,,,,
30/10/2021,"5,854","6,715","68,860","51,947",,"2,466,663","2,368,634","24,765,993",,"2,998,710",0.01732312,,,,,,,,,,
31/10/2021,"4,979","6,127","67,675","44,073",,"2,471,642","2,374,761","24,810,066",,"2,943,531",0.01497283,,,,,,,,,,
01/11/2021,"4,626","5,299","66,945","58,431",,"2,476,268","2,380,060","24,868,497",,"2,875,175",0.02032259,,,,,,,,,,
02/11/2021,"5,071","5,372","66,596","59,155",,"2,481,339","2,385,432","24,927,652",,"2,805,577",0.02108479,,,,,,,,,,
03/11/2021,"5,291","4,947","66,885","45,182",,"2,486,630","2,390,379","24,972,834",,"2,750,157",0.01642888,,,,,,,,,,
04/11/2021,"5,713","5,865","66,682","19,685",,"2,492,343","2,396,244","24,992,519",,"2,718,894",0.00724008,,,,,,,,,,
05/11/2021,"4,922","5,579","65,967","31,997",,"2,497,265","2,401,823","25,024,516",,"2,676,396",0.01195526,,,,,,,,,,
06/11/2021,"4,701","5,382","65,244","14,063",,"2,501,966","2,407,205","25,038,579",,"2,652,250",0.00530229,,,,,,,,,,
07/11/2021,"4,343","5,190","64,338","14,841",,"2,506,309","2,412,395","25,053,420",,"2,627,876",0.00564753,,,,,,,,,,
08/11/2021,"4,543","7,348","61,480","45,855",,"2,510,852","2,419,743","25,099,275",,"2,570,130",0.01784151,,,,,,,,,,
09/11/2021,"5,403","5,311","61,520","31,913",,"2,516,255","2,425,054","25,131,188",,"2,527,503",0.01262630,,,,,,,,,,
10/11/2021,"6,243","5,068","62,655","40,076",,"2,522,498","2,430,122","25,171,264",,"2,476,116",0.01618503,,,,,,,,,,
11/11/2021,"6,323","5,337","63,592","45,345",,"2,528,821","2,435,459","25,216,609",,"2,419,111",0.01874449,,,,,,,,,,
12/11/2021,"6,517","6,026","64,035","35,086",,"2,535,338","2,441,485","25,251,695",,"2,371,482",0.01479497,,,,,,,,,,
13/11/2021,"5,809","4,712","65,088","16,678",,"2,541,147","2,446,197","25,268,373",,"2,344,283",0.00711433,,,,,,,,,,
14/11/2021,"5,162","5,019","65,193","11,583",,"2,546,309","2,451,216","25,279,956",,"2,322,519",0.00498726,,,,,,,,,,
15/11/2021,"5,143","4,551","65,741","27,738",,"2,551,452","2,455,767","25,307,694",,"2,285,087",0.01213871,,,,,,,,,,
16/11/2021,"5,413","6,013","65,095","26,909",,"2,556,865","2,461,780","25,334,603",,"2,246,752",0.01197684,,,,,,,,,,
17/11/2021,"6,288","4,743","66,579","21,549",,"2,563,153","2,466,523","25,356,152",,"2,214,172",0.00973231,,,,,,,,,,
18/11/2021,"6,380","5,760","67,164","21,815",,"2,569,533","2,472,283","25,377,967",,"2,180,217",0.01000588,,,,,,,,,,
19/11/2021,"6,355","5,031","68,443","18,006",,"2,575,888","2,477,314","25,395,973",,"2,150,825",0.00837167,,,,,,,,,,
20/11/2021,"5,859","4,970","69,294","6,683",,"2,581,747","2,482,284","25,402,656",,"2,133,313",0.00313269,,,,,,,,,,
21/11/2021,"4,854","5,525","68,577","5,286",,"2,586,601","2,487,809","25,407,942",,"2,117,648",0.00249617,,,,,,,,,,
22/11/2021,"4,885","5,628","67,793","12,512",,"2,591,486","2,493,437","25,420,454",,"2,094,623",0.00597339,,,,,,,,,,
23/11/2021,"5,594","4,908","68,430","11,150",,"2,597,080","2,498,345","25,431,604",,"2,072,971",0.00537875,,,,,,,,,,
24/11/2021,"5,755","5,082","69,060","9,113",,"2,602,835","2,503,427","25,440,717",,"2,053,021",0.00443882,,,,,,,,,,
25/11/2021,"6,144","6,602","68,552","6,433",,"2,608,979","2,510,029","25,447,150",,"2,033,842",0.00316298,,,,,,,,,,
26/11/2021,"5,501","6,664","67,346","7,074",,"2,614,480","2,516,693","25,454,224",,"2,014,603",0.00351136,,,,,,,,,,
27/11/2021,"5,097","5,352","67,045","5,629",,"2,619,577","2,522,045","25,459,853",,"1,998,525",0.00281658,,,,,,,,,,
28/11/2021,"4,239","5,007","66,239","3,832",,"2,623,816","2,527,052","25,463,685",,"1,985,447",0.00193004,,,,,,,,,,
29/11/2021,"4,087","4,984","65,301","7,236",,"2,627,903","2,532,036","25,470,921",,"1,969,140",0.00367470,,,,,,,,,,
30/11/2021,"4,879","5,168","64,978","9,185",,"2,632,782","2,537,204","25,480,106",,"1,949,908",0.00471048,,,,,,,,,,
01/12/2021,"5,439","6,803","63,583","8,654",,"2,638,221","2,544,007","25,488,760",,"1,929,012",0.00448623,,,,,,,,,,
02/12/2021,"5,806","7,246","62,099","9,467",,"2,644,027","2,551,253","25,498,227",,"1,906,493",0.00496566,,,,,,,,,,
03/12/2021,"5,551","5,301","62,303","7,291",,"2,649,578","2,556,554","25,505,518",,"1,888,350",0.00386104,,,,,,,,,,
04/12/2021,"4,896","4,676","62,481","4,841",,"2,654,474","2,561,230","25,510,359",,"1,873,937",0.00258333,,,,,,,,,,
05/12/2021,"4,298","4,928","61,813","3,424",,"2,658,772","2,566,158","25,513,783",,"1,861,287",0.00183959,,,,,,,,,,
06/12/2021,"4,262","5,894","60,139","7,000",,"2,663,034","2,572,052","25,520,783",,"1,844,131",0.00379583,,,,,,,,,,
07/12/2021,"4,965","4,817","60,251","7,301",,"2,667,999","2,576,869","25,528,084",,"1,827,048",0.00399606,,,,,,,,,,
08/12/2021,"5,020","4,525","60,709","6,957",,"2,673,019","2,581,394","25,535,041",,"1,810,546",0.00384249,,,,,,,,,,
09/12/2021,"5,446","5,427","60,700","8,390",,"2,678,465","2,586,821","25,543,431",,"1,791,283",0.00468379,,,,,,,,,,
10/12/2021,"5,058","4,997","60,731","7,496",,"2,683,523","2,591,818","25,550,927",,"1,773,732",0.00422612,,,,,,,,,,
11/12/2021,"4,626","4,690","60,642","2,898",,"2,688,149","2,596,508","25,553,825",,"1,761,518",0.00164517,,,,,,,,,,
12/12/2021,"3,490","5,399","58,704","2,537",,"2,691,639","2,601,907","25,556,362",,"1,750,092",0.00144964,,,,,,,,,,
13/12/2021,"3,504","4,401","57,776","5,565",,"2,695,143","2,606,308","25,561,927",,"1,736,622",0.00320450,,,,,,,,,,
14/12/2021,"4,097","4,301","57,539","5,633",,"2,699,240","2,610,609","25,567,560",,"1,722,591",0.00327007,,,,,,,,,,
15/12/2021,"3,900","4,552","56,859","5,827",,"2,703,140","2,615,161","25,573,387",,"1,708,312",0.00341097,,,,,,,,,,
16/12/2021,"4,262","4,985","56,109","6,633",,"2,707,402","2,620,146","25,580,020",,"1,692,432",0.00391921,,,,,,,,,,
17/12/2021,"4,362","5,098","55,329","5,148",,"2,711,764","2,625,244","25,585,168",,"1,677,824",0.00306826,,,,,,,,,,
18/12/2021,"4,083","5,435","53,940","2,354",,"2,715,847","2,630,679","25,587,522",,"1,665,952",0.00141301,,,,,,,,,,
19/12/2021,"3,108","3,701","53,313","2,245",,"2,718,955","2,634,380","25,589,767",,"1,656,898",0.00135494,,,,,,,,,,
20/12/2021,"2,589","3,810","52,051","4,753",,"2,721,544","2,638,190","25,594,520",,"1,645,746",0.00288805,,,,,,,,,,
21/12/2021,"3,140","4,277","50,885","4,764",,"2,724,684","2,642,467","25,599,284",,"1,633,565",0.00291632,,,,,,,,,,
22/12/2021,"3,519","5,118","49,267","5,004",,"2,728,203","2,647,585","25,604,288",,"1,619,924",0.00308903,,,,,,,,,,
23/12/2021,"3,510","4,997","47,750","5,622",,"2,731,713","2,652,582","25,609,910",,"1,605,795",0.00350107,,,,,,,,,,
24/12/2021,"3,528","4,489","46,763","4,151",,"2,735,241","2,657,071","25,614,061",,"1,593,627",0.00260475,,,,,,,,,,
25/12/2021,"3,160","4,420","45,480","1,429",,"2,738,401","2,661,491","25,615,490",,"1,584,618",0.00090179,,,,,,,,,,
26/12/2021,"2,778","3,539","44,702","1,552",,"2,741,179","2,665,030","25,617,042",,"1,576,749",0.00098430,,,,,,,,,,
27/12/2021,"2,757","4,620","42,811","5,454",,"2,743,936","2,669,650","25,622,496",,"1,563,918",0.00348740,,,,,,,,,,
28/12/2021,"2,897","3,434","42,243","5,085",,"2,746,833","2,673,084","25,627,581",,"1,552,502",0.00327536,,,,,,,,,,
29/12/2021,"3,683","4,322","41,576","5,271",,"2,750,516","2,677,406","25,632,852",,"1,539,226",0.00342445,,,,,,,,,,
30/12/2021,"3,997","3,984","41,562","5,079",,"2,754,513","2,681,390","25,637,931",,"1,526,166",0.00332795,,,,,,,,,,
31/12/2021,"3,573","3,988","41,130","4,712",,"2,758,086","2,685,378","25,642,643",,"1,513,893",0.00311251,,,,,,,,,,
01/01/2022,"3,386","3,547","40,943",886,,"2,761,472","2,688,925","25,643,529",,"1,506,074",0.00058828,,,,,,,,,,
02/01/2022,"2,882","3,291","40,516","1,525",,"2,764,354","2,692,216","25,645,054",,"1,498,376",0.00101777,,,,,,,,,,
03/01/2022,"2,690","3,535","39,651","4,164",,"2,767,044","2,695,751","25,649,218",,"1,487,987",0.00279841,,,,,,,,,,
04/01/2022,"2,842","2,862","39,615","4,274",,"2,769,886","2,698,613","25,653,492",,"1,478,009",0.00289173,,,,,,,,,,
05/01/2022,"3,270","3,195","39,664","4,342",,"2,773,156","2,701,808","25,657,834",,"1,467,202",0.00295937,,,,,,,,,,
06/01/2022,"3,543","3,484","39,707","4,852",,"2,776,699","2,705,292","25,662,686",,"1,455,323",0.00333397,,,,,,,,,,
07/01/2022,"3,381","3,447","39,628","3,655",,"2,780,080","2,708,739","25,666,341",,"1,444,840",0.00252969,,,,,,,,,,
08/01/2022,"3,251","3,161","39,700","1,294",,"2,783,331","2,711,900","25,667,635",,"1,437,134",0.00090040,,,,,,,,,,
09/01/2022,"2,888","2,714","39,857","1,648",,"2,786,219","2,714,614","25,669,283",,"1,429,884",0.00115254,,,,,,,,,,
10/01/2022,"2,641","2,808","39,678","3,484",,"2,788,860","2,717,422","25,672,767",,"1,420,951",0.00245188,,,,,,,,,,
11/01/2022,"3,175","2,977","39,867","3,332",,"2,792,035","2,720,399","25,676,099",,"1,411,467",0.00236066,,,,,,,,,,
12/01/2022,"3,198","3,200","39,846","3,441",,"2,795,233","2,723,599","25,679,540",,"1,401,628",0.00245500,,,,,,,,,,
13/01/2022,"3,684","3,292","40,217","3,646",,"2,798,917","2,726,891","25,683,186",,"1,391,006",0.00262112,,,,,,,,,,
14/01/2022,"3,346","3,052","40,500","2,356",,"2,802,263","2,729,943","25,685,542",,"1,382,252",0.00170446,,,,,,,,,,
15/01/2022,"3,074","2,828","40,730",952,,"2,805,337","2,732,771","25,686,494",,"1,375,398",0.00069216,,,,,,,,,,
16/01/2022,"3,010","2,584","41,142",911,,"2,808,347","2,735,355","25,687,405",,"1,368,893",0.00066550,,,,,,,,,,
17/01/2022,"2,342","2,907","40,564","3,311",,"2,810,689","2,738,262","25,690,716",,"1,360,333",0.00243396,,,,,,,,,,
18/01/2022,"3,245","3,093","40,704","1,548",,"2,813,934","2,741,355","25,692,264",,"1,352,447",0.00114459,,,,,,,,,,
19/01/2022,"3,229","2,848","41,074","4,681",,"2,817,163","2,744,203","25,696,945",,"1,341,689",0.00348889,,,,,,,,,,
20/01/2022,"3,764","3,254","41,568","3,616",,"2,820,927","2,747,457","25,700,561",,"1,331,055",0.00271664,,,,,,,,,,
21/01/2022,"4,046","2,804","42,800","2,936",,"2,824,973","2,750,261","25,703,497",,"1,321,269",0.00222211,,,,,,,,,,
22/01/2022,"4,116","2,858","44,050",804,,"2,829,089","2,753,119","25,704,301",,"1,313,491",0.00061211,,,,,,,,,,
23/01/2022,"3,856","2,814","45,078","1,113",,"2,832,945","2,755,933","25,705,414",,"1,305,708",0.00085241,,,,,,,,,,
24/01/2022,"3,214","3,116","45,164","2,967",,"2,836,159","2,759,049","25,708,381",,"1,296,411",0.00228863,,,,,,,,,,
25/01/2022,"4,066","3,559","45,666","2,895",,"2,840,225","2,762,608","25,711,276",,"1,285,891",0.00225136,,,,,,,,,,
26/01/2022,"4,744","3,646","46,752","2,664",,"2,844,969","2,766,254","25,713,940",,"1,274,837",0.00208968,,,,,,,,,,
27/01/2022,"5,439","4,409","47,771","2,884",,"2,850,408","2,770,663","25,716,824",,"1,262,105",0.00228507,,,,,,,,,,
28/01/2022,"5,522","3,285","49,995","2,765",,"2,855,930","2,773,948","25,719,589",,"1,250,533",0.00221106,,,,,,,,,,
29/01/2022,"5,139","3,767","51,358","1,006",,"2,861,069","2,777,715","25,720,595",,"1,240,621",0.00081088,,,,,,,,,,
30/01/2022,"4,915","3,056","53,209",853,,"2,865,984","2,780,771","25,721,448",,"1,231,797",0.00069248,,,,,,,,,,
31/01/2022,"4,774","3,232","54,743","1,765",,"2,870,758","2,784,003","25,723,213",,"1,222,026",0.00144432,,,,,,,,,,
01/02/2022,"5,566","3,187","57,110",352,,"2,876,324","2,787,190","25,723,565",,"1,212,921",0.00029021,,,,,,,,,,
02/02/2022,"5,736","3,196","59,638",503,,"2,882,060","2,790,386","25,724,068",,"1,203,486",0.00041795,,,,,,,,,,
03/02/2022,"5,720","3,968","61,383","2,832",,"2,887,780","2,794,354","25,726,900",,"1,190,966",0.00237790,,,,,,,,,,
04/02/2022,"7,234","5,254","63,350","1,917",,"2,895,014","2,799,608","25,728,817",,"1,176,561",0.00162932,,,,,,,,,,
05/02/2022,"9,117","6,546","65,910",902,,"2,904,131","2,806,154","25,729,719",,"1,159,996",0.00077759,,,,,,,,,,
06/02/2022,"10,089","6,460","69,520",850,,"2,914,220","2,812,614","25,730,569",,"1,142,597",0.00074392,,,,,,,,,,
07/02/2022,"11,034","6,036","74,503","2,456",,"2,925,254","2,818,650","25,733,025",,"1,123,071",0.00218686,,,,,,,,,,
08/02/2022,"13,944","5,421","83,006","1,708",,"2,939,198","2,824,071","25,734,733",,"1,101,998",0.00154991,,,,,,,,,,
09/02/2022,"17,134","5,681","94,444","2,304",,"2,956,332","2,829,752","25,737,037",,"1,076,879",0.00213952,,,,,,,,,,
10/02/2022,"19,090","5,712","107,798","2,047",,"2,975,422","2,835,464","25,739,084",,"1,050,030",0.00194947,,,,,,,,,,
11/02/2022,"20,939","5,807","122,903","1,824",,"2,996,361","2,841,271","25,740,908",,"1,021,460",0.00178568,,,,,,,,,,
12/02/2022,"22,802","5,442","140,234",880,,"3,019,163","2,846,713","25,741,788",,"992,336",0.00088680,,,,,,,,,,
13/02/2022,"21,072","5,724","155,546",852,,"3,040,235","2,852,437","25,742,640",,"964,688",0.00088319,,,,,,,,,,
14/02/2022,"21,315","8,517","168,307","1,772",,"3,061,550","2,860,954","25,744,412",,"933,084",0.00189908,,,,,,,,,,
15/02/2022,"22,133","7,584","182,822","1,990",,"3,083,683","2,868,538","25,746,402",,"901,377",0.00220773,,,,,,,,,,
16/02/2022,"27,831","7,912","202,698","1,910",,"3,111,514","2,876,450","25,748,312",,"863,724",0.00221135,,,,,,,,,,
17/02/2022,"26,701","11,744","217,612","1,853",,"3,138,215","2,888,194","25,750,165",,"823,426",0.00225035,,,,,,,,,,
18/02/2022,"27,808","12,488","232,877","1,789",,"3,166,023","2,900,682","25,751,954",,"781,341",0.00228965,,,,,,,,,,
19/02/2022,"28,825","18,514","243,143",757,,"3,194,848","2,919,196","25,752,711",,"733,245",0.00103240,,,,,,,,,,
20/02/2022,"26,832","18,459","251,468",570,,"3,221,680","2,937,655","25,753,281",,"687,384",0.00082923,,,,,,,,,,
21/02/2022,"25,099","17,749","258,774","1,212",,"3,246,779","2,955,404","25,754,493",,"643,324",0.00188397,,,,,,,,,,
22/02/2022,"27,179","19,037","266,860",756,,"3,273,958","2,974,441","25,755,249",,"596,352",0.00126771,,,,,,,,,,
23/02/2022,"31,199","20,399","277,605",655,,"3,305,157","2,994,840","25,755,904",,"544,099",0.00120383,,,,,,,,,,
24/02/2022,"32,070","23,332","286,282","1,136",,"3,337,227","3,018,172","25,757,040",,"487,561",0.00232996,,,,,,,,,,
25/02/2022,"30,644","22,678","294,196","1,168",,"3,367,871","3,040,850","25,758,208",,"433,071",0.00269702,,,,,,,,,,
26/02/2022,"27,299","22,710","298,721",931,,"3,395,170","3,063,560","25,759,139",,"382,131",0.00243634,,,,,,,,,,
27/02/2022,"24,466","22,380","300,742",853,,"3,419,636","3,085,940","25,759,992",,"334,432",0.00255059,,,,,,,,,,
28/02/2022,"23,100","30,624","293,156","1,483",,"3,442,736","3,116,564","25,761,475",,"279,225",0.00531113,,,,,,,,,,
01/03/2022,"25,854","25,548","293,384","1,449",,"3,468,590","3,142,112","25,762,924",,"226,374",0.00640091,,,,,,,,,,
02/03/2022,"27,500","27,557","293,249","1,593",,"3,496,090","3,169,669","25,764,517",,"169,724",0.00938583,,,,,,,,,,
03/03/2022,"32,467","27,629","298,008","1,649",,"3,528,557","3,197,298","25,766,166",,"107,979",0.01527149,,,,,,,,,,
04/03/2022,"33,209","26,352","304,788","1,790",,"3,561,766","3,223,650","25,767,956",,"46,628",0.03838895,,,,,,,,,,
05/03/2022,"33,406","27,143","310,972","1,249",,"3,595,172","3,250,793","25,769,205",,"-15,170",-0.08233355,,,,,,,,,,
06/03/2022,"27,435","30,335","307,995","1,127",,"3,622,607","3,281,128","25,770,332",,"-74,067",-0.01521595,,,,,,,,,,
07/03/2022,"26,856","30,726","304,047","1,977",,"3,649,463","3,311,854","25,772,309",,"-133,626",-0.01479502,,,,,,,,,,
08/03/2022,"31,490","29,035","306,427","2,135",,"3,680,953","3,340,889","25,774,444",,"-196,286",-0.01087699,,,,,,,,,,
09/03/2022,"30,246","26,653","309,930","1,970",,"3,711,199","3,367,542","25,776,414",,"-255,155",-0.00772080,,,,,,,,,,
10/03/2022,"30,787","26,457","314,174","1,990",,"3,741,986","3,393,999","25,778,404",,"-314,389",-0.00632974,,,,,,,,,,
11/03/2022,"32,800","24,444","322,455","1,999",,"3,774,786","3,418,443","25,780,403",,"-373,632",-0.00535018,,,,,,,,,,
12/03/2022,"26,250","25,089","323,503","1,531",,"3,801,036","3,443,532","25,781,934",,"-426,502",-0.00358967,,,,,,,,,,
13/03/2022,"22,535","25,356","320,590","1,599",,"3,823,571","3,468,888","25,783,533",,"-475,992",-0.00335930,,,,,,,,,,
14/03/2022,"22,030","33,872","308,659","2,355",,"3,845,601","3,502,760","25,785,888",,"-534,249",-0.00440806,,,,,,,,,,
15/03/2022,"26,534","31,234","303,884","2,024",,"3,872,135","3,533,994","25,787,912",,"-594,041",-0.00340717,,,,,,,,,,
16/03/2022,"28,298","33,009","299,095","2,191",,"3,900,433","3,567,003","25,790,103",,"-657,539",-0.00333212,,,,,,,,,,
17/03/2022,"27,004","29,450","296,578","2,384",,"3,927,437","3,596,453","25,792,487",,"-716,377",-0.00332786,,,,,,,,,,
18/03/2022,"24,241","26,615","294,139","1,913",,"3,951,678","3,623,068","25,794,400",,"-769,146",-0.00248717,,,,,,,,,,
19/03/2022,"22,341","33,347","283,069","1,380",,"3,974,019","3,656,415","25,795,780",,"-826,214",-0.00167027,,,,,,,,,,
20/03/2022,"19,105","28,250","273,857","1,282",,"3,993,124","3,684,665","25,797,062",,"-874,851",-0.00146539,,,,,,,,,,
21/03/2022,"17,828","28,003","263,628","1,888",,"4,010,952","3,712,668","25,798,950",,"-922,570",-0.00204646,,,,,,,,,,
22/03/2022,"21,483","32,561","252,484","1,603",,"4,032,435","3,745,229","25,800,553",,"-978,217",-0.00163870,,,,,,,,,,
23/03/2022,"22,491","26,234","248,689","1,614",,"4,054,926","3,771,463","25,802,167",,"-1,028,556",-0.00156919,,,,,,,,,,
24/03/2022,"24,316","25,512","247,443","1,874",,"4,079,242","3,796,975","25,804,041",,"-1,080,258",-0.00173477,,,,,,,,,,
25/03/2022,"21,839","22,324","246,916","1,564",,"4,101,081","3,819,299","25,805,605",,"-1,125,985",-0.00138901,,,,,,,,,,
26/03/2022,"20,923","25,467","242,326","1,111",,"4,122,004","3,844,766","25,806,716",,"-1,173,486",-0.00094675,,,,,,,,,,
27/03/2022,"16,863","26,171","232,968",952,,"4,138,867","3,870,937","25,807,668",,"-1,217,472",-0.00078195,,,,,,,,,,
28/03/2022,"13,336","25,552","220,702","1,923",,"4,152,203","3,896,489","25,809,591",,"-1,258,283",-0.00152827,,,,,,,,,,
29/03/2022,"15,215","24,154","211,730","1,810",,"4,167,418","3,920,643","25,811,401",,"-1,299,462",-0.00139288,,,,,,,,,,
30/03/2022,"15,941","21,186","206,450","1,626",,"4,183,359","3,941,829","25,813,027",,"-1,338,215",-0.00121505,,,,,,,,,,
31/03/2022,"18,560","18,253","206,717","2,170",,"4,201,919","3,960,082","25,815,197",,"-1,377,198",-0.00157566,,,,,,,,,,
01/04/2022,"17,476","17,321","206,832","2,978",,"4,219,395","3,977,403","25,818,175",,"-1,414,973",-0.00210463,,,,,,,,,,
02/04/2022,"14,692","20,383","201,117","6,098",,"4,234,087","3,997,786","25,824,273",,"-1,456,146",-0.00418777,,,,,,,,,,
