date,cases_new,cases_import,cases_recovered,cases_active,cases_cluster,cases_unvax,cases_pvax,cases_fvax,cases_boost,cases_child,cases_adolescent,cases_adult,cases_elderly,cases_0_4,cases_5_11,cases_12_17,cases_18_29,cases_30_39,cases_40_49,cases_50_59,cases_60_69,cases_70_79,cases_80,cluster_import,cluster_religious,cluster_community,cluster_highRisk,cluster_education,cluster_detentionCentre,cluster_workplace,daily_partial,daily_full,daily_booster,daily_booster2,daily,daily_partial_adol,daily_full_adol,daily_booster_adol,daily_booster2_adol,daily_partial_child,daily_full_child,daily_booster_child,daily_booster2_child,cumul_partial,cumul_full,cumul_booster,cumul_booster2,cumul,cumul_partial_adol,cumul_full_adol,cumul_booster_adol,cumul_booster2_adol,cumul_partial_child,cumul_full_child,cumul_booster_child,cumul_booster2_child,pfizer1,pfizer2,pfizer3,pfizer4,sinovac1,sinovac2,sinovac3,sinovac4,astra1,astra2,astra3,astra4,sinopharm1,sinopharm2,sinopharm3,sinopharm4,cansino,cansino3,cansino4,pending1,pending2,pending3,pending4
2/1/2021,4214,9,4280,48075,1267,4214,0,0,0,245,127,3190,272,110,135,127,1369,997,515,309,187,55,30,0,2,30,33,0,135,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/2/2021,3455,5,3661,47848,1345,3454,1,0,0,210,119,2370,201,109,101,119,1022,715,368,265,139,47,15,0,16,62,9,0,77,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/3/2021,4284,6,3804,48310,1792,4284,0,0,0,220,135,3614,189,106,114,135,1498,1238,594,284,122,45,22,0,1,56,4,0,113,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/4/2021,4571,3,4092,48772,1793,4570,1,0,0,282,154,3502,279,109,173,154,1461,1085,614,342,172,81,26,0,0,43,16,23,22,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/2021,3391,4,3392,48752,1108,3391,0,0,0,252,108,2579,236,108,144,108,1012,800,468,299,141,61,34,0,26,253,1,306,6,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/6/2021,3847,4,1692,50895,1486,3847,0,0,0,247,121,2855,258,104,143,121,1112,931,526,286,176,64,18,0,145,265,16,24,54,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/7/2021,3731,8,3369,51242,1604,3731,0,0,0,192,107,2816,196,76,116,107,1119,975,470,252,118,54,24,0,10,339,99,2,13,1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/8/2021,3100,1,2340,51978,1547,3100,0,0,0,164,90,2624,171,80,84,90,1174,887,359,204,117,41,13,0,18,559,58,45,106,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/9/2021,2764,6,3887,50842,935,2764,0,0,0,207,103,2169,168,86,121,103,830,752,353,234,101,52,15,0,5,351,112,52,81,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/10/2021,3288,5,1929,52187,1500,3288,0,0,0,189,118,2283,175,84,105,118,958,737,348,240,105,43,27,0,0,194,79,1,2,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/11/2021,3384,15,3774,51796,1631,3384,0,0,0,200,120,2668,187,81,119,120,1039,907,460,262,126,42,19,0,0,15,3,7,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/12/2021,3318,7,3505,51591,1716,3318,0,0,0,156,73,2789,158,63,93,73,1141,961,473,214,101,45,12,0,14,2,13,148,52,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/13/2021,3499,1,3515,51569,1611,3499,0,0,0,176,106,2631,127,75,101,106,1193,844,370,224,87,26,14,0,0,91,16,0,70,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/14/2021,2464,3,4525,49500,857,2464,0,0,0,159,104,1920,183,73,86,104,724,634,365,197,103,61,19,0,11,79,3,0,54,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/15/2021,2176,1,4521,47144,689,2176,0,0,0,178,95,1683,169,75,103,95,631,515,315,222,97,50,22,0,0,45,9,0,64,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/16/2021,2720,0,5718,44137,1581,2720,0,0,0,177,83,2012,157,80,97,83,709,798,351,154,91,46,20,0,0,85,11,0,57,1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/17/2021,2998,7,5709,41403,1589,2998,0,0,0,139,87,2375,158,63,76,87,1085,746,374,170,92,41,25,0,0,83,63,0,103,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/18/2021,2712,4,5320,38794,1303,2712,0,0,0,137,73,2122,189,57,80,73,830,756,346,190,97,61,31,0,40,35,39,0,43,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/19/2021,2936,9,4889,36802,1435,2936,0,0,0,173,110,2415,130,70,103,110,1127,759,366,163,84,34,12,0,5,37,11,0,112,1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/20/2021,2461,0,4782,34472,1173,2461,0,0,0,179,83,1857,113,74,105,83,732,622,329,174,72,33,8,0,20,61,3,0,298,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/21/2021,3297,6,4456,33307,2082,3296,1,0,0,150,89,2865,127,65,85,89,1470,930,310,155,84,29,14,0,7,38,8,0,124,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/22/2021,2192,3,3414,32078,1084,2192,0,0,0,160,81,1801,102,80,80,81,710,625,289,177,60,32,10,0,1,88,7,0,110,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/23/2021,2468,4,4055,30471,1113,2468,0,0,0,141,78,1932,123,60,81,78,833,623,282,194,78,37,8,0,0,74,3,0,175,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/24/2021,3545,1,3331,30673,2483,3545,0,0,0,140,81,2932,168,56,84,81,1345,1042,398,147,92,46,30,0,0,70,19,0,29,2338,66,3,0,0,69,0,0,0,0,2,0,0,0,66,3,0,0,69,0,0,0,0,2,0,0,0,65,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/25/2021,1924,6,3752,28832,705,1924,0,0,0,155,74,1469,160,64,91,74,609,420,246,194,102,31,27,0,1,76,26,0,105,442,1150,2,0,0,1152,0,0,0,0,0,0,0,0,1216,5,0,0,1221,0,0,0,0,2,0,0,0,1147,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2/26/2021,2253,7,3085,27990,1136,2253,0,0,0,121,77,1812,184,55,66,77,842,546,268,156,104,51,29,0,11,140,27,0,95,863,4108,3,0,0,4111,1,0,0,0,0,0,0,0,5324,8,0,0,5332,1,0,0,0,2,0,0,0,4100,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0
2/27/2021,2364,1,3320,27024,1100,2364,0,0,0,141,101,1862,163,50,91,101,776,588,291,207,111,36,16,0,4,157,6,0,52,801,6721,6,0,0,6727,0,0,0,0,0,0,0,0,12045,14,0,0,12059,1,0,0,0,2,0,0,0,6699,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
2/28/2021,2437,1,3251,26201,1404,2437,0,0,0,134,80,2039,119,61,73,80,721,879,302,137,82,29,8,0,0,114,9,0,85,1131,6718,6,0,0,6724,0,1,0,0,0,0,0,0,18763,20,0,0,18783,1,1,0,0,2,0,0,0,6713,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
3/1/2021,1828,7,2486,25538,962,1828,0,0,0,129,58,1443,99,49,80,58,586,486,244,127,63,26,10,0,0,41,25,0,83,432,15396,6,0,0,15402,1,0,0,0,1,0,0,0,34159,26,0,0,34185,2,1,0,0,3,0,0,0,15390,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
3/2/2021,1555,3,2528,24559,604,1555,0,0,0,114,57,1202,129,49,65,57,475,376,212,139,80,36,13,0,5,127,14,0,122,1465,21687,4,0,0,21691,1,0,0,0,0,0,0,0,55846,30,0,0,55876,3,1,0,0,3,0,0,0,21687,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/3/2021,1745,2,2276,24021,867,1744,1,0,0,111,60,1443,72,45,66,60,663,452,190,138,49,18,5,0,0,42,3,0,47,665,22690,6,0,0,22696,0,0,0,0,0,0,0,0,78536,36,0,0,78572,3,1,0,0,3,0,0,0,22683,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
3/4/2021,2063,9,2922,23157,897,2062,1,0,0,159,88,1570,130,63,96,88,619,504,292,155,75,44,11,0,0,111,4,19,15,624,19512,17,0,0,19529,0,0,0,0,0,0,0,0,98048,53,0,0,98101,3,1,0,0,3,0,0,0,19505,10,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0
3/5/2021,2154,5,3275,22030,1021,2151,3,0,0,193,174,1214,117,69,124,174,518,331,238,127,82,28,7,0,86,124,0,142,7,245,14373,6,0,0,14379,0,0,0,0,0,0,0,0,112421,59,0,0,112480,3,1,0,0,3,0,0,0,14369,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
3/6/2021,1680,3,2548,21155,650,1678,2,0,0,181,87,1143,129,63,118,87,448,348,202,145,78,36,15,54,197,270,3,22,5,903,15847,4,0,0,15851,1,0,0,0,2,0,0,0,128268,63,0,0,128331,4,1,0,0,5,0,0,0,15603,1,0,0,201,3,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0
3/7/2021,1683,10,2506,20329,649,1680,3,0,0,121,97,1235,110,50,71,97,506,380,220,129,69,31,10,0,0,244,13,3,187,1152,12605,7,0,0,12612,0,0,0,0,0,0,0,0,140873,70,0,0,140943,4,1,0,0,5,0,0,0,12590,5,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
3/8/2021,1529,9,2076,19774,361,1522,7,0,0,147,88,1152,110,55,92,88,446,352,224,130,72,25,13,0,20,556,81,20,44,906,27208,17,0,0,27225,0,2,0,0,0,0,0,0,168081,87,0,0,168168,4,3,0,0,5,0,0,0,27195,10,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
3/9/2021,1280,2,2345,18700,530,1277,3,0,0,113,46,1028,77,40,73,46,372,321,214,121,45,23,9,0,5,562,64,12,102,1191,30070,63,0,0,30133,0,0,0,0,0,0,0,0,198151,150,0,0,198301,4,3,0,0,5,0,0,0,30035,10,0,0,32,53,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
3/10/2021,1448,10,2137,18006,765,1446,2,0,0,127,60,1161,85,41,86,60,417,415,213,116,58,22,5,0,1,224,17,1,5,140,28776,12,0,0,28788,1,0,0,0,0,0,0,0,226927,162,0,0,227089,5,3,0,0,5,0,0,0,28771,7,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0
3/11/2021,1647,5,2104,17540,664,1628,19,0,0,103,59,1291,121,43,60,59,473,417,248,153,87,25,9,0,4,39,2,8,4,92,26512,12,0,0,26524,0,3,0,0,0,0,0,0,253443,174,0,0,253613,5,6,0,0,5,0,0,0,26509,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0
3/12/2021,1575,7,2042,17070,444,1570,5,0,0,147,84,1123,132,58,89,84,414,336,210,163,92,29,11,0,6,0,3,104,0,66,26127,10,0,0,26137,1,0,0,0,0,1,0,0,279570,184,0,0,279750,6,6,0,0,5,1,0,0,26125,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
3/13/2021,1470,12,1830,16707,518,1453,17,0,0,127,65,1050,128,49,78,65,379,357,194,120,86,27,15,0,0,53,0,0,89,270,17063,3,0,0,17066,0,0,0,0,0,1,0,0,296633,187,0,0,296816,6,6,0,0,5,2,0,0,17057,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
3/14/2021,1354,14,1782,16275,431,1341,12,1,0,137,66,1004,105,57,80,66,394,302,196,112,69,24,12,0,0,48,0,0,64,209,10311,5,0,0,10316,7,1,0,0,0,0,0,0,306944,192,0,0,307132,13,7,0,0,5,2,0,0,10309,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/15/2021,1208,9,1973,15507,430,1192,15,1,0,119,82,890,79,44,75,82,384,238,174,94,56,14,9,0,1,59,1,0,6,238,20396,3,0,0,20399,1,0,0,0,0,0,0,0,327340,195,0,0,327531,14,7,0,0,5,2,0,0,20185,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0
3/16/2021,1063,4,1365,15200,426,1049,13,1,0,133,60,767,92,58,75,60,292,247,138,90,64,22,6,0,1,76,0,0,8,247,25480,7,0,0,25487,0,0,0,0,0,0,0,0,352821,202,0,0,353018,14,7,0,0,5,2,0,0,25364,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,115,0,0,0
3/17/2021,1219,7,1346,15071,607,1205,14,0,0,101,54,790,77,39,62,54,307,235,151,97,47,22,8,4,1,88,0,0,39,377,20799,67,0,0,20866,0,0,0,0,0,1,0,0,373620,269,0,0,373884,14,7,0,0,5,3,0,0,20796,64,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3/18/2021,1213,6,1503,14778,488,1200,13,0,0,132,70,860,90,45,87,70,343,269,137,111,63,21,6,0,0,49,2,0,142,195,17315,798,0,0,18113,0,0,0,0,0,0,0,0,390935,1067,0,0,391997,14,7,0,0,5,3,0,0,17301,796,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
3/19/2021,1576,11,1996,14356,944,1560,15,1,0,137,67,1233,101,63,74,67,515,418,190,110,63,30,8,0,0,80,0,0,298,454,10743,3836,0,0,14579,1,1,0,0,0,0,0,0,401678,4903,0,0,406576,15,8,0,0,5,3,0,0,10743,3834,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/20/2021,1671,2,1585,14438,744,1650,21,0,0,144,64,1333,112,51,93,64,487,461,249,136,84,19,9,0,0,53,3,0,236,326,7701,6114,0,0,13815,0,0,0,0,0,0,0,0,409379,11017,0,0,420391,15,8,0,0,5,3,0,0,7699,6111,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
3/21/2021,1327,11,1247,14514,632,1312,15,0,0,116,57,1048,82,42,74,57,410,342,202,94,55,18,9,3,0,67,0,14,0,343,9715,5855,0,0,15570,1,0,0,0,0,1,0,0,419094,16872,0,0,435961,16,8,0,0,5,4,0,0,9713,5843,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,8,0,0
3/22/2021,1116,8,1495,14130,597,1110,6,0,0,94,47,903,59,34,60,47,382,317,123,81,35,16,8,0,0,19,1,10,111,361,9721,14578,0,0,24299,0,0,0,0,0,0,0,0,428815,31450,0,0,460260,16,8,0,0,5,4,0,0,9719,14574,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
3/23/2021,1384,9,1058,14455,762,1363,20,1,0,111,62,1096,96,29,82,62,452,365,172,107,66,22,8,2,0,35,0,8,37,592,8307,20880,0,0,29187,0,0,0,0,0,0,0,0,437122,52330,0,0,489447,16,8,0,0,5,4,0,0,8303,20876,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0
3/24/2021,1268,5,1083,14638,614,1251,17,0,0,128,64,988,72,47,81,64,379,341,165,103,53,14,5,0,0,34,22,7,41,385,6292,22833,0,0,29125,0,0,0,0,0,0,0,0,443414,75163,0,0,518572,16,8,0,0,5,4,0,0,6291,22828,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
3/25/2021,1360,1,1491,14505,591,1343,17,0,0,166,63,992,121,66,100,63,376,315,178,123,87,31,3,0,0,110,1,16,62,207,6436,19372,0,0,25808,0,0,0,0,1,0,0,0,449850,94535,0,0,544380,16,8,0,0,6,4,0,0,6351,19366,0,0,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
3/26/2021,1275,32,1509,14270,509,1264,10,1,0,152,72,918,98,55,97,72,337,277,185,119,68,21,9,0,0,47,0,31,22,300,3939,12818,0,0,16757,0,0,0,0,0,0,0,0,453789,107353,0,0,561137,16,8,0,0,6,4,0,0,3765,12802,0,0,170,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0
3/27/2021,1199,5,1257,14210,494,1187,12,0,0,185,102,799,77,48,137,102,308,233,151,107,49,20,8,0,0,117,6,32,8,243,1703,14449,0,0,16152,0,0,0,0,0,0,0,0,455492,121802,0,0,577289,16,8,0,0,6,4,0,0,1230,14437,0,0,473,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
3/28/2021,1302,9,1127,14381,650,1290,12,0,0,132,74,983,102,50,82,74,400,289,162,132,61,26,15,0,0,28,0,22,283,223,3684,12943,0,0,16627,2,0,0,0,0,0,0,0,459176,134745,0,0,593916,18,8,0,0,6,4,0,0,3410,12924,0,0,273,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0
3/29/2021,941,8,1097,14220,345,929,12,0,0,96,52,708,74,27,69,52,267,247,105,89,44,24,6,0,0,26,0,21,63,155,7865,27388,0,0,35253,2,0,0,0,0,0,0,0,467041,162133,0,0,629169,20,8,0,0,6,4,0,0,6307,27377,0,0,1552,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0
3/30/2021,1133,8,1148,14201,550,1117,15,1,0,121,68,859,74,34,87,68,337,303,136,83,52,18,4,0,0,41,1,28,87,213,11528,29423,0,0,40951,1,0,0,0,0,0,0,0,478569,191556,0,0,670120,21,8,0,0,6,4,0,0,9366,29419,0,0,2156,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
3/31/2021,1482,2,1070,14605,849,1462,20,0,0,141,85,1166,82,45,96,85,482,379,186,119,53,24,5,0,0,47,7,62,39,540,9952,27527,0,0,37479,2,1,0,0,0,0,0,0,488521,219083,0,0,707599,23,9,0,0,6,4,0,0,6586,27521,0,0,3345,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,0
4/1/2021,1178,20,1377,14400,462,1170,8,0,0,109,74,871,100,37,72,74,342,275,157,97,66,30,4,0,0,47,7,0,37,518,15915,26565,0,0,42480,5,0,0,0,0,0,0,0,504436,245648,0,0,750079,28,9,0,0,6,4,0,0,11186,26557,0,0,4700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,0,0
4/2/2021,1294,26,1442,14247,551,1286,8,0,0,125,60,919,107,44,81,60,358,289,152,120,74,19,14,0,11,149,14,0,237,1268,7576,22915,0,0,30491,0,0,0,0,0,1,0,0,512012,268563,0,0,780570,28,9,0,0,6,5,0,0,3920,22909,0,0,3653,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
4/3/2021,1638,7,1449,14433,898,1629,9,0,0,136,91,1275,100,49,87,91,448,554,172,101,65,29,6,0,0,105,15,0,99,645,2677,14753,0,0,17430,0,0,0,0,0,4,0,0,514689,283316,0,0,798000,28,9,0,0,6,9,0,0,1519,14746,0,0,1142,5,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0
4/4/2021,1349,7,1270,14510,654,1341,8,0,0,131,71,885,100,58,73,71,331,280,149,125,73,20,7,0,0,105,7,18,197,254,6031,9171,0,0,15202,1,1,0,0,0,0,0,0,520720,292487,0,0,813202,29,10,0,0,6,9,0,0,3154,9167,0,0,2809,4,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0
4/5/2021,1070,9,1294,14279,367,1060,10,0,0,122,61,783,93,44,78,61,304,239,146,94,69,15,9,0,50,152,0,230,70,199,9204,19506,0,0,28710,5,1,0,0,0,0,0,0,529924,311993,0,0,841912,34,11,0,0,6,9,0,0,4225,19294,0,0,4979,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0
4/6/2021,1300,24,1412,14162,563,1289,10,1,0,120,94,886,77,37,83,94,300,289,169,128,58,14,5,0,83,213,4,70,2,879,11031,21701,0,0,32732,11,0,0,0,0,0,0,0,540955,333694,0,0,874644,45,11,0,0,6,9,0,0,6585,21581,0,0,4446,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0
4/7/2021,1139,13,1199,14098,450,1122,17,0,0,127,68,811,128,48,79,68,260,284,137,130,78,42,8,0,7,297,73,10,34,1121,12728,18328,0,0,31056,8,1,0,0,0,0,0,0,553683,352022,0,0,905700,53,12,0,0,6,9,0,0,6458,18323,0,0,6268,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
4/8/2021,1285,17,1175,14204,438,1272,11,2,0,90,77,1014,98,40,50,77,357,371,173,113,66,23,9,0,23,748,36,29,74,1169,12094,14812,0,0,26906,6,0,0,0,0,0,0,0,565777,366834,0,0,932606,59,12,0,0,6,9,0,0,5883,14788,0,0,6208,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
4/9/2021,1854,20,1247,14806,681,1821,31,2,0,201,117,1349,174,69,132,117,479,421,250,199,124,38,12,0,4,250,8,100,54,886,7231,14397,0,0,21628,3,0,0,0,0,1,0,0,573011,381231,0,0,954234,62,12,0,0,6,10,0,0,4368,14371,0,0,2862,23,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
4/10/2021,1510,5,1248,15060,466,1495,13,2,0,159,115,1077,149,57,102,115,377,348,210,142,101,35,13,0,5,73,25,8,7,613,5674,10074,0,0,15748,1,0,0,0,0,0,0,0,578685,391305,0,0,969982,63,12,0,0,6,10,0,0,3857,10030,0,0,1816,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4/11/2021,1739,8,1216,15575,742,1721,15,3,0,159,104,1300,143,53,106,104,490,401,247,162,91,44,8,0,0,19,18,18,2,105,12477,10721,0,0,23198,6,9,0,0,0,1,0,0,591162,402026,0,0,993180,69,21,0,0,6,11,0,0,10219,10712,0,0,2257,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4/12/2021,1317,12,1052,15836,456,1308,9,0,0,123,80,918,142,44,79,80,332,282,173,131,98,34,10,0,3,1,22,52,0,81,25374,13965,0,0,39339,15,0,0,0,0,1,0,0,616536,415991,0,0,1032519,84,21,0,0,6,12,0,0,22585,13962,0,0,2789,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4/13/2021,1767,9,1290,16301,668,1758,7,2,0,172,87,1336,154,66,106,87,585,358,198,195,104,37,13,0,7,142,1,47,21,342,16818,7703,0,0,24521,5,2,0,0,0,0,0,0,633354,423694,0,0,1057040,89,23,0,0,6,12,0,0,12127,7698,0,0,4691,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4/14/2021,1889,6,1485,16697,689,1869,16,4,0,181,219,1221,166,71,110,219,449,395,196,181,116,41,9,0,28,116,1,59,94,235,20950,7752,0,0,28702,3,0,0,0,2,2,0,0,654304,431446,0,0,1085742,92,23,0,0,8,14,0,0,17532,7748,0,0,3418,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/15/2021,2148,19,1259,17576,896,2131,11,6,0,188,234,1500,202,60,128,234,608,457,275,160,122,60,20,0,33,270,0,118,57,332,18107,9171,0,0,27278,8,0,0,0,1,2,0,0,672411,440617,0,0,1113020,100,23,0,0,9,16,0,0,13928,9089,0,0,4179,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4/16/2021,2551,29,1524,18601,990,2530,17,4,0,214,169,1961,179,71,143,169,953,493,297,218,113,51,15,0,34,93,0,446,82,227,15633,3926,0,0,19559,4,0,0,0,0,2,0,0,688044,444543,0,0,1132579,104,23,0,0,9,18,0,0,12560,3634,0,0,3072,292,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4/17/2021,2331,12,1832,19095,659,2306,22,3,0,229,327,1570,172,79,150,327,647,461,277,185,127,29,16,0,37,99,0,185,39,179,8578,1114,0,0,9692,3,0,0,0,3,0,0,0,696622,445657,0,0,1142271,107,23,0,0,12,18,0,0,7031,655,0,0,1547,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
