date,state,Beta,Gamma,v_t
01/01/2021,Johor,3.66354E-08,0.010155721,0
02/01/2021,Johor,3.8781E-08,0.045117076,0
03/01/2021,Johor,4.03325E-08,0.0422935,0
04/01/2021,Johor,3.88418E-08,0.068974918,0
05/01/2021,Johor,3.5609E-08,0.008847255,0
06/01/2021,Johor,2.91606E-08,0.013936486,0
07/01/2021,Johor,1.71282E-08,0.07622739,0
08/01/2021,Johor,1.9859E-08,0.011880068,0
09/01/2021,Johor,2.05121E-08,0.008301751,0
10/01/2021,Johor,2.14893E-08,0.026139295,0
11/01/2021,Johor,2.34395E-08,0.030533091,0
12/01/2021,Johor,2.18301E-08,0.021226042,0
13/01/2021,Johor,1.89095E-08,0.026064939,0
14/01/2021,Johor,1.74477E-08,0.017431062,0
15/01/2021,Johor,1.6017E-08,0.022669006,0
16/01/2021,Johor,1.29545E-08,0.020356874,0
17/01/2021,Johor,1.33131E-08,0.030648523,0
18/01/2021,Johor,1.38072E-08,0.011296004,0
19/01/2021,Johor,1.34291E-08,0.012228101,0
20/01/2021,Johor,1.32325E-08,0.065403699,0
21/01/2021,Johor,1.40382E-08,0.003673938,0
22/01/2021,Johor,1.68641E-08,0.133355213,0
23/01/2021,Johor,2.03193E-08,0.244998203,0
24/01/2021,Johor,2.78139E-08,0.032934132,0
25/01/2021,Johor,2.85854E-08,0.104909117,0
26/01/2021,Johor,3.34419E-08,0.002658789,0
27/01/2021,Johor,2.8953E-08,0.050383632,0
28/01/2021,Johor,2.77514E-08,0.105243768,0
29/01/2021,Johor,3.02176E-08,0.147051443,0
30/01/2021,Johor,3.08488E-08,0.078666491,0
31/01/2021,Johor,2.64499E-08,0.097015857,0
01/02/2021,Johor,2.24486E-08,0.101084337,0
02/02/2021,Johor,2.14632E-08,0.057303784,0
03/02/2021,Johor,1.73431E-08,0.010967444,0
04/02/2021,Johor,1.54646E-08,0.006936917,0
05/02/2021,Johor,1.33789E-08,0.011169177,0
06/02/2021,Johor,1.37528E-08,0.016511969,0
07/02/2021,Johor,1.45483E-08,0.031338762,0
08/02/2021,Johor,1.58815E-08,0.034428065,0
09/02/2021,Johor,1.55245E-08,0.006533542,0
10/02/2021,Johor,1.46367E-08,0.027586207,0
11/02/2021,Johor,1.25634E-08,0.139676809,0
12/02/2021,Johor,1.20893E-08,0.118511628,0
13/02/2021,Johor,1.07073E-08,0.007005936,0
14/02/2021,Johor,1.14699E-08,0.003833209,0
15/02/2021,Johor,1.10564E-08,0.009611864,0
16/02/2021,Johor,1.0626E-08,0.135072772,0
17/02/2021,Johor,1.05888E-08,0.245162558,0
18/02/2021,Johor,1.33057E-08,0.137344347,0
19/02/2021,Johor,1.11386E-08,0.065096415,0
20/02/2021,Johor,1.17135E-08,0.062491619,0
21/02/2021,Johor,1.06611E-08,0.083400701,0
22/02/2021,Johor,1.20669E-08,0.154471545,0
23/02/2021,Johor,1.25766E-08,0.081497797,0
24/02/2021,Johor,1.44704E-08,0.130604288,0
25/02/2021,Johor,1.49924E-08,0.128543412,0
26/02/2021,Johor,1.73143E-08,0.158791634,0
27/02/2021,Johor,1.85318E-08,0.112113402,0
28/02/2021,Johor,2.07482E-08,0.054984354,0
01/03/2021,Johor,1.57241E-08,0.091988131,0
02/03/2021,Johor,1.66233E-08,0.088599056,0
03/03/2021,Johor,1.36205E-08,0.086023933,2.65749E-07
04/03/2021,Johor,1.29085E-08,0.177782942,7.97301E-07
05/03/2021,Johor,1.13629E-08,0.058,0
06/03/2021,Johor,1.20557E-08,0.08369593,2.6581E-07
07/03/2021,Johor,1.22741E-08,0.043338684,2.65821E-07
08/03/2021,Johor,1.21473E-08,0.106388738,2.65829E-07
09/03/2021,Johor,1.2279E-08,0.096997691,2.65841E-07
10/03/2021,Johor,1.00841E-08,0.064098794,5.3172E-07
11/03/2021,Johor,8.97874E-09,0.089200477,0
12/03/2021,Johor,1.00081E-08,0.102885822,0
13/03/2021,Johor,1.15159E-08,0.097635135,2.65889E-07
14/03/2021,Johor,1.25139E-08,0.186246418,0
15/03/2021,Johor,1.48863E-08,0.064853556,0
16/03/2021,Johor,1.64395E-08,0.143594153,2.65912E-07
17/03/2021,Johor,1.56527E-08,0.093475243,9.30735E-06
18/03/2021,Johor,1.65813E-08,0.212279867,1.14352E-05
19/03/2021,Johor,1.93819E-08,0.079799107,0
20/03/2021,Johor,1.94943E-08,0.066891512,0
21/03/2021,Johor,1.86366E-08,0.099389228,0.000197079
22/03/2021,Johor,1.95075E-08,0.15582894,0.000481936
23/03/2021,Johor,2.12851E-08,0.056179775,0.000177143
24/03/2021,Johor,2.18671E-08,0.11900425,0.00064077
25/03/2021,Johor,2.1684E-08,0.100632911,0.000613128
26/03/2021,Johor,2.10597E-08,0.072031149,0.000107733
27/03/2021,Johor,2.44359E-08,0.126406353,0.000178495
28/03/2021,Johor,2.20858E-08,0.066176471,0.000301939
29/03/2021,Johor,1.80981E-08,0.024888322,0.000665627
30/03/2021,Johor,1.7452E-08,0.098027127,0.000633985
31/03/2021,Johor,1.721E-08,0.09360878,0.000391095
01/04/2021,Johor,1.47191E-08,0.078393881,0.000588264
02/04/2021,Johor,1.48752E-08,0.091672046,0.000193699
03/04/2021,Johor,1.61182E-08,0.102081934,0.000412684
04/04/2021,Johor,1.70694E-08,0.057302586,0.000310252
05/04/2021,Johor,1.83456E-08,0.158831909,0.000401258
06/04/2021,Johor,1.88491E-08,0.11336982,0.000402333
07/04/2021,Johor,1.774E-08,0.049352751,0.00027089
08/04/2021,Johor,1.60708E-08,0.08,0.000306822
09/04/2021,Johor,1.52662E-08,0.05799373,1.06446E-06
10/04/2021,Johor,1.94297E-08,0.141965679,0.000106981
11/04/2021,Johor,2.38076E-08,0.160239931,3.40641E-05
12/04/2021,Johor,2.86837E-08,0.053794428,0.000141581
13/04/2021,Johor,4.39286E-08,0.10292729,1.14438E-05
14/04/2021,Johor,4.66326E-08,0.139399806,0.000327087
15/04/2021,Johor,4.10041E-08,0.0821662,0.000313529
16/04/2021,Johor,4.21424E-08,0.070652174,1.33081E-05
17/04/2021,Johor,4.45822E-08,0.095026643,2.12936E-06
18/04/2021,Johor,2.5976E-08,0.039118065,0.000339667
19/04/2021,Johor,2.53131E-08,0.111186903,0.000351657
20/04/2021,Johor,2.85728E-08,0.046975089,0.000211905
21/04/2021,Johor,3.15094E-08,0.08813784,0.000280068
22/04/2021,Johor,3.25342E-08,0.069902913,0.000458193
23/04/2021,Johor,3.42753E-08,0.022349936,8.7861E-05
24/04/2021,Johor,3.50182E-08,0.086956522,3.1418E-05
25/04/2021,Johor,3.4758E-08,0.014371257,0.00063105
26/04/2021,Johor,2.97511E-08,0.04813108,0.000584235
27/04/2021,Johor,2.77971E-08,0.07125662,0.000466563
28/04/2021,Johor,2.74722E-08,0.085727744,0.000556602
29/04/2021,Johor,3.03812E-08,0.052656104,0.000410151
30/04/2021,Johor,3.29527E-08,0.046532847,8.12346E-05
01/05/2021,Johor,2.89691E-08,0.171392827,0
02/05/2021,Johor,3.43701E-08,0.03366697,0.000621198
03/05/2021,Johor,3.43521E-08,0.030498282,0.001206235
04/05/2021,Johor,3.14522E-08,0.104166667,0.000172906
05/05/2021,Johor,3.05348E-08,0.057876581,0.000828093
06/05/2021,Johor,3.18648E-08,0.081888602,0.000850799
07/05/2021,Johor,3.11099E-08,0.025950942,2.66481E-07
08/05/2021,Johor,3.20859E-08,0.092892562,0.000549259
09/05/2021,Johor,3.07373E-08,0.117836446,0.00065539
10/05/2021,Johor,3.50347E-08,0.077180087,0.000946236
11/05/2021,Johor,3.06813E-08,0.056369427,5.1182E-05
12/05/2021,Johor,2.9828E-08,0.084064106,4.26556E-06
13/05/2021,Johor,2.73428E-08,0.057003724,0
14/05/2021,Johor,3.16808E-08,0.091009377,0
15/05/2021,Johor,3.34484E-08,0.074630872,2.66685E-07
16/05/2021,Johor,3.65969E-08,0.055858311,8.00103E-07
17/05/2021,Johor,3.60812E-08,0.08961039,0.000247524
18/05/2021,Johor,3.75554E-08,0.086388106,0.000343584
19/05/2021,Johor,3.15552E-08,0.062779215,0.000464245
20/05/2021,Johor,2.97935E-08,0.071630742,0.000881944
21/05/2021,Johor,3.14415E-08,0.059656652,4.53697E-06
22/05/2021,Johor,3.10253E-08,0.063750774,5.33829E-06
23/05/2021,Johor,3.18515E-08,0.04646584,0.000997872
24/05/2021,Johor,3.05157E-08,0.077517918,0.000531571
25/05/2021,Johor,2.69587E-08,0.070333634,0.000330855
26/05/2021,Johor,2.51568E-08,0.062598082,6.40982E-06
27/05/2021,Johor,2.33252E-08,0.057471264,0.001176375
28/05/2021,Johor,2.00736E-08,0.070863651,3.01902E-05
29/05/2021,Johor,2.24307E-08,0.05335438,3.74084E-06
30/05/2021,Johor,2.22514E-08,0.067154877,0.00106947
31/05/2021,Johor,2.14559E-08,0.060324826,0.00092769
01/06/2021,Johor,2.24622E-08,0.080985373,0.000572289
02/06/2021,Johor,2.07762E-08,0.106281677,4.78537E-05
03/06/2021,Johor,1.82371E-08,0.062127919,3.7435E-06
04/06/2021,Johor,1.83656E-08,0.06499239,0
05/06/2021,Johor,1.93679E-08,0.062079511,7.54221E-05
06/06/2021,Johor,1.7833E-08,0.090922686,4.11942E-05
07/06/2021,Johor,1.98058E-08,0.084993773,0.000154627
08/06/2021,Johor,1.93437E-08,0.084954912,0.002223364
09/06/2021,Johor,1.92868E-08,0.101363272,0.001614616
10/06/2021,Johor,1.82642E-08,0.112218229,0.001228126
11/06/2021,Johor,1.87884E-08,0.067292912,0.00016086
12/06/2021,Johor,1.79809E-08,0.072712007,0.002258504
13/06/2021,Johor,2.03042E-08,0.079278666,0.000953874
14/06/2021,Johor,2.10947E-08,0.06362545,0.001460294
15/06/2021,Johor,2.35343E-08,0.102731489,0.001956353
16/06/2021,Johor,2.36815E-08,0.125334284,0.000108727
17/06/2021,Johor,2.27411E-08,0.079857864,0.001615038
18/06/2021,Johor,1.90784E-08,0.067768895,0.000519948
19/06/2021,Johor,1.72287E-08,0.095856304,0.0026818
20/06/2021,Johor,1.29397E-08,0.055058741,0.001719213
21/06/2021,Johor,1.30979E-08,0.079529494,0.002315344
22/06/2021,Johor,1.43343E-08,0.077948156,0.002056339
23/06/2021,Johor,1.436E-08,0.096186361,0.002374095
24/06/2021,Johor,1.4074E-08,0.078701904,0.001993964
25/06/2021,Johor,1.58083E-08,0.090853782,0.000406641
26/06/2021,Johor,1.55659E-08,0.073673257,0.002825291
27/06/2021,Johor,1.80312E-08,0.087011349,0.002913197
28/06/2021,Johor,2.07354E-08,0.066375546,0.000491731
29/06/2021,Johor,2.3609E-08,0.086066476,0.002369812
30/06/2021,Johor,2.44276E-08,0.081196581,0.003013051
01/07/2021,Johor,2.55163E-08,0.134345526,0.003153796
02/07/2021,Johor,2.22678E-08,0.116230122,0.000686368
03/07/2021,Johor,2.17442E-08,0.133269644,0.00219426
04/07/2021,Johor,1.96723E-08,0.055528613,0.002962648
05/07/2021,Johor,2.01993E-08,0.047201139,0.003313313
06/07/2021,Johor,2.06722E-08,0.055953757,0.002737221
07/07/2021,Johor,2.30938E-08,0.081684896,0.00380835
08/07/2021,Johor,2.40767E-08,0.052828424,0.00320218
09/07/2021,Johor,2.46231E-08,0.057110092,0.001100943
10/07/2021,Johor,2.62281E-08,0.077059738,0.001747686
11/07/2021,Johor,2.85896E-08,0.051553206,0.001541433
12/07/2021,Johor,3.00846E-08,0.047203912,0.001459715
13/07/2021,Johor,3.34204E-08,0.064754098,0.001641385
14/07/2021,Johor,3.81746E-08,0.062045271,0.001583556
15/07/2021,Johor,3.81E-08,0.090405199,0.001889991
16/07/2021,Johor,3.75751E-08,0.080283794,0.001184359
17/07/2021,Johor,3.79639E-08,0.090121004,0.000877201
18/07/2021,Johor,3.52467E-08,0.053651011,0.000399596
19/07/2021,Johor,3.16065E-08,0.074706343,0.001074353
20/07/2021,Johor,3.14573E-08,0.044876589,0.000624801
21/07/2021,Johor,3.6118E-08,0.051552264,0.000983344
22/07/2021,Johor,3.49253E-08,0.0546896,0.001261379
23/07/2021,Johor,3.38956E-08,0.038496318,0.001020867
24/07/2021,Johor,3.35191E-08,0.068764427,0.00060754
25/07/2021,Johor,3.31145E-08,0.049976701,0.000443526
26/07/2021,Johor,2.79748E-08,0.02923366,0.001190557
27/07/2021,Johor,2.70358E-08,0.069493522,0.001480885
28/07/2021,Johor,2.93465E-08,0.059278098,0.00161129
29/07/2021,Johor,2.92988E-08,0.044323411,0.002386637
30/07/2021,Johor,2.80073E-08,0.037227899,0.002144785
31/07/2021,Johor,2.70882E-08,0.100410008,0.004645682
01/08/2021,Johor,2.85786E-08,0.067828304,0.002857446
02/08/2021,Johor,2.7491E-08,0.055116815,0.003336405
03/08/2021,Johor,2.63796E-08,0.036420722,0.003534276
04/08/2021,Johor,2.53513E-08,0.061595824,0.003215778
05/08/2021,Johor,2.47404E-08,0.049631556,0.005480596
06/08/2021,Johor,2.53669E-08,0.051128864,0.002525411
07/08/2021,Johor,2.65743E-08,0.065289312,0.004252335
08/08/2021,Johor,2.66768E-08,0.083410504,0.004353312
09/08/2021,Johor,2.7487E-08,0.047951119,0.005797337
10/08/2021,Johor,2.70756E-08,0.051091619,0.006259829
11/08/2021,Johor,2.50642E-08,0.068425842,0.008799763
12/08/2021,Johor,2.30137E-08,0.073056143,0.00849572
13/08/2021,Johor,2.27239E-08,0.063366796,0.007066318
14/08/2021,Johor,2.26701E-08,0.056956968,0.007507457
15/08/2021,Johor,2.15331E-08,0.06465062,0.009468462
16/08/2021,Johor,2.13192E-08,0.067544675,0.010995832
17/08/2021,Johor,2.15287E-08,0.059779644,0.010740396
18/08/2021,Johor,2.08344E-08,0.073020465,0.010105045
19/08/2021,Johor,2.13303E-08,0.066890166,0.010689152
20/08/2021,Johor,2.27826E-08,0.053789731,0.010537368
21/08/2021,Johor,2.56718E-08,0.063468214,0.008579535
22/08/2021,Johor,2.67025E-08,0.066910477,0.009268836
23/08/2021,Johor,2.8158E-08,0.067133083,0.010411058
24/08/2021,Johor,2.78953E-08,0.080326547,0.010568339
25/08/2021,Johor,2.88138E-08,0.076500823,0.010527339
26/08/2021,Johor,2.55852E-08,0.063852814,0.008588313
27/08/2021,Johor,2.55881E-08,0.058701275,0.008768595
28/08/2021,Johor,2.55522E-08,0.061417323,0.007849899
29/08/2021,Johor,2.62242E-08,0.059789084,0.008737459
30/08/2021,Johor,2.48511E-08,0.052685291,0.007689481
31/08/2021,Johor,2.39901E-08,0.056992907,0.006097036
01/09/2021,Johor,2.37096E-08,0.057818765,0.007803418
02/09/2021,Johor,2.31883E-08,0.04862414,0.009880921
03/09/2021,Johor,2.13494E-08,0.056469793,0.012410467
04/09/2021,Johor,2.0856E-08,0.049183952,0.009685877
05/09/2021,Johor,2.05437E-08,0.048059017,0.007611128
06/09/2021,Johor,2.03909E-08,0.059435675,0.008756535
07/09/2021,Johor,1.99805E-08,0.061549577,0.009760302
08/09/2021,Johor,2.02762E-08,0.094989346,0.009612467
09/09/2021,Johor,2.0728E-08,0.061533573,0.009926966
10/09/2021,Johor,1.95395E-08,0.06321301,0.010132675
11/09/2021,Johor,1.9129E-08,0.06114567,0.01042904
12/09/2021,Johor,1.93817E-08,0.074469166,0.009763147
13/09/2021,Johor,1.98669E-08,0.071903674,0.008709621
14/09/2021,Johor,1.99507E-08,0.066682682,0.010640996
15/09/2021,Johor,1.95541E-08,0.071847204,0.010561872
16/09/2021,Johor,1.90499E-08,0.078034185,0.009543662
17/09/2021,Johor,1.81864E-08,0.068659794,0.008277363
18/09/2021,Johor,1.7533E-08,0.071599371,0.011109544
19/09/2021,Johor,1.73815E-08,0.070797677,0.009524591
20/09/2021,Johor,1.7265E-08,0.074128466,0.009795679
21/09/2021,Johor,1.64097E-08,0.06353844,0.010671451
22/09/2021,Johor,1.51203E-08,0.118999086,0.010543417
23/09/2021,Johor,1.47506E-08,0.064851228,0.008285454
24/09/2021,Johor,1.36786E-08,0.076230359,0.00873063
25/09/2021,Johor,1.37637E-08,0.072526636,0.008619298
26/09/2021,Johor,1.35111E-08,0.069518717,0.008494488
27/09/2021,Johor,1.36099E-08,0.071394574,0.008197203
28/09/2021,Johor,1.31308E-08,0.068705997,0.008521277
29/09/2021,Johor,1.22091E-08,0.087311066,0.007851708
30/09/2021,Johor,1.18348E-08,0.095883384,0.006792563
01/10/2021,Johor,1.2111E-08,0.096313859,0.005632729
02/10/2021,Johor,1.23652E-08,0.08900671,0.00474242
03/10/2021,Johor,1.26128E-08,0.132205053,0.00615841
04/10/2021,Johor,1.41643E-08,0.090726898,0.005905856
05/10/2021,Johor,1.42724E-08,0.102565555,0.006023172
06/10/2021,Johor,1.38048E-08,0.096930342,0.005178996
07/10/2021,Johor,1.32563E-08,0.094038107,0.005178201
08/10/2021,Johor,1.32609E-08,0.096774194,0.005520367
09/10/2021,Johor,1.36463E-08,0.085989821,0.00548052
10/10/2021,Johor,1.44837E-08,0.077898551,0.004729919
11/10/2021,Johor,1.47525E-08,0.128043991,0.005979206
12/10/2021,Johor,1.63477E-08,0.101189088,0.006584801
13/10/2021,Johor,1.7142E-08,0.089581464,0.007682008
14/10/2021,Johor,1.68527E-08,0.08897809,0.006979588
15/10/2021,Johor,1.64262E-08,0.076685802,0.003866795
16/10/2021,Johor,1.5881E-08,0.064409722,0.004681516
17/10/2021,Johor,1.50203E-08,0.061565217,0.00527088
18/10/2021,Johor,1.40942E-08,0.072690868,0.005731967
19/10/2021,Johor,1.39292E-08,0.094483308,0.005030105
20/10/2021,Johor,1.39828E-08,0.088466156,0.008268135
21/10/2021,Johor,1.39067E-08,0.080107064,0.008376287
22/10/2021,Johor,1.43537E-08,0.083234947,0.004902622
23/10/2021,Johor,1.52769E-08,0.070715305,0.005073986
24/10/2021,Johor,1.48699E-08,0.168715776,0.006346134
25/10/2021,Johor,1.64009E-08,0.053500351,0.00584963
26/10/2021,Johor,1.55375E-08,0.073637531,0.006298786
27/10/2021,Johor,1.47303E-08,0.065778616,0.007013563
28/10/2021,Johor,1.36884E-08,0.13068048,0.007488028
29/10/2021,Johor,1.4713E-08,0.085597653,0.004594714
30/10/2021,Johor,1.51414E-08,0.084254871,0.002284655
31/10/2021,Johor,1.60409E-08,0.074074074,0.002194429
01/11/2021,Johor,1.62545E-08,0.075379685,0.000833476
02/11/2021,Johor,1.62505E-08,0.075471698,0.001765443
03/11/2021,Johor,1.53691E-08,0.061159879,0.001038953
04/11/2021,Johor,1.50259E-08,0.073290137,0.000647747
05/11/2021,Johor,1.59187E-08,0.071522598,0.000534124
06/11/2021,Johor,1.82553E-08,0.082195846,0.000408739
07/11/2021,Johor,1.99107E-08,0.171136849,0.000720329
08/11/2021,Johor,2.51732E-08,0.059592263,0.001554511
09/11/2021,Johor,2.54431E-08,0.052231062,0.001046327
10/11/2021,Johor,2.42938E-08,0.073800738,0.001437217
11/11/2021,Johor,2.1935E-08,0.182466375,0.002252105
12/11/2021,Johor,2.45558E-08,0.045675238,0.001080921
13/11/2021,Johor,2.35008E-08,0.032638414,0.000929242
14/11/2021,Johor,2.31821E-08,0.045484401,0.000404967
15/11/2021,Johor,2.3069E-08,0.039814519,0.000561934
16/11/2021,Johor,2.239E-08,0.056926874,0.000481722
17/11/2021,Johor,2.04569E-08,0.052354446,0.000562093
18/11/2021,Johor,1.98493E-08,0.056851312,0.00061675
19/11/2021,Johor,1.94672E-08,0.055571511,0.000210183
20/11/2021,Johor,2.00145E-08,0.125017678,0.000203495
21/11/2021,Johor,2.06711E-08,0.031914894,0.000185606
22/11/2021,Johor,1.98948E-08,0.046552481,0.000327294
23/11/2021,Johor,1.78904E-08,0.048721932,0.000152332
24/11/2021,Johor,1.69844E-08,0.074941128,0.000202764
25/11/2021,Johor,1.5993E-08,0.062920731,0.000264702
26/11/2021,Johor,1.6514E-08,0.066372292,0.000124103
27/11/2021,Johor,1.9212E-08,0.058599803,6.61197E-05
28/11/2021,Johor,1.93976E-08,0.061008332,0.000136177
29/11/2021,Johor,2.00506E-08,0.067157835,0.000198124
30/11/2021,Johor,1.883E-08,0.075607688,0.000281392
01/12/2021,Johor,1.87139E-08,0.273904382,0.0001808
02/12/2021,Johor,2.10147E-08,0.036972445,0.000377925
03/12/2021,Johor,2.01562E-08,0.037542088,0.000123373
04/12/2021,Johor,1.98861E-08,0.049338923,0.000125633
05/12/2021,Johor,2.1158E-08,0.06604681,0.000125645
06/12/2021,Johor,2.12348E-08,0.062290903,0.00020448
07/12/2021,Johor,2.00631E-08,0.054746835,0.000188515
08/12/2021,Johor,1.96247E-08,0.134347076,0.000202284
09/12/2021,Johor,1.95637E-08,0.057990115,0.000422309
10/12/2021,Johor,1.82281E-08,0.036995335,0.000129096
11/12/2021,Johor,1.74557E-08,0.048267327,8.47657E-05
12/12/2021,Johor,1.81065E-08,0.054242003,9.90894E-05
13/12/2021,Johor,1.82922E-08,0.068360277,0.000151036
14/12/2021,Johor,1.71164E-08,0.055812519,0.000193451
15/12/2021,Johor,1.66003E-08,0.084891204,0.000208075
16/12/2021,Johor,1.60106E-08,0.058065518,0.000336727
17/12/2021,Johor,1.65489E-08,0.072102739,9.54962E-05
18/12/2021,Johor,1.66347E-08,0.0528125,5.05626E-05
19/12/2021,Johor,1.76237E-08,0.071731949,8.06259E-05
20/12/2021,Johor,1.84667E-08,0.069086838,0.000174473
21/12/2021,Johor,1.83121E-08,0.065041963,0.000193598
22/12/2021,Johor,1.71838E-08,0.087422087,0.000142197
23/12/2021,Johor,1.66891E-08,0.081107652,0.000279367
24/12/2021,Johor,1.72838E-08,0.205299117,8.51685E-05
25/12/2021,Johor,2.01983E-08,0.051514567,2.44572E-05
26/12/2021,Johor,2.03438E-08,0.085219707,0.000105148
27/12/2021,Johor,1.6989E-08,0.09018773,0.000157457
28/12/2021,Johor,1.47607E-08,0.087287287,0.000135818
29/12/2021,Johor,1.05496E-08,0.081444333,0.000167332
30/12/2021,Johor,6.13933E-09,0.055666401,0.000246387
31/12/2021,Johor,2.33266E-09,0.000977899,0.000181997
01/01/2021,Kedah,1.38539E-07,0.025974026,0
02/01/2021,Kedah,1.00946E-07,0.06122449,0
03/01/2021,Kedah,1.0426E-07,0.054852321,0
04/01/2021,Kedah,9.86384E-08,0.063197026,0
05/01/2021,Kedah,9.60625E-08,0.080267559,0
06/01/2021,Kedah,9.03192E-08,0.047468354,0
07/01/2021,Kedah,9.50429E-08,0.108761329,0
08/01/2021,Kedah,7.59921E-08,0.032338308,0
09/01/2021,Kedah,7.15084E-08,0.008810573,0
10/01/2021,Kedah,7.47424E-08,0.046065259,0
11/01/2021,Kedah,9.88402E-08,0.109869646,0
12/01/2021,Kedah,1.04036E-07,0.111111111,0
13/01/2021,Kedah,1.04482E-07,0,0
14/01/2021,Kedah,9.49281E-08,0.089123867,0
15/01/2021,Kedah,8.43576E-08,0.103355705,0
16/01/2021,Kedah,6.8787E-08,0.027842227,0
17/01/2021,Kedah,7.03242E-08,0.018201285,0
18/01/2021,Kedah,5.88955E-08,0.078449905,0
19/01/2021,Kedah,5.47923E-08,0.009182736,0
20/01/2021,Kedah,4.37905E-08,0.042588043,0
21/01/2021,Kedah,3.56733E-08,0.000754717,0
22/01/2021,Kedah,2.62132E-08,0.077181208,0
23/01/2021,Kedah,2.55899E-08,0.039864865,0
24/01/2021,Kedah,2.75731E-08,0.041168659,0
25/01/2021,Kedah,2.88592E-08,0.050065876,0
26/01/2021,Kedah,2.65634E-08,0.026814912,0
27/01/2021,Kedah,2.42775E-08,0.047314578,0
28/01/2021,Kedah,2.20982E-08,0,0
29/01/2021,Kedah,2.04277E-08,0.029291154,0
30/01/2021,Kedah,1.73633E-08,0.01594533,0
31/01/2021,Kedah,1.90677E-08,0.033688939,0
01/02/2021,Kedah,2.00975E-08,0.057724958,0
02/02/2021,Kedah,1.97521E-08,0.064965197,0
03/02/2021,Kedah,1.50412E-08,0.258640553,0
04/02/2021,Kedah,2.00617E-08,0.230941704,0
05/02/2021,Kedah,2.04621E-08,0.108928571,0
06/02/2021,Kedah,3.5714E-08,0.074458058,0
07/02/2021,Kedah,4.99347E-08,0.16015625,0
08/02/2021,Kedah,6.45385E-08,0.102564103,0
09/02/2021,Kedah,7.0493E-08,0.001157407,0
10/02/2021,Kedah,6.54259E-08,0.115384615,0
11/02/2021,Kedah,4.08442E-08,0.087124879,0
12/02/2021,Kedah,2.50337E-08,0.053050398,0
13/02/2021,Kedah,2.94412E-08,0.065989848,0
14/02/2021,Kedah,2.48209E-08,0.024247492,0
15/02/2021,Kedah,2.99146E-08,0.031666667,0
16/02/2021,Kedah,2.81879E-08,0.227689741,0
17/02/2021,Kedah,3.41834E-08,0.050935551,0
18/02/2021,Kedah,1.61015E-08,0.21826484,0
19/02/2021,Kedah,1.78203E-08,0.05941704,0
20/02/2021,Kedah,9.9134E-09,0.081914894,0
21/02/2021,Kedah,1.16541E-08,0.089977221,0
22/02/2021,Kedah,1.14062E-08,0.111515152,0
23/02/2021,Kedah,1.23362E-08,0.25,0
24/02/2021,Kedah,1.58066E-08,0.015570934,0
25/02/2021,Kedah,1.2528E-08,0.091973244,0
26/02/2021,Kedah,1.56027E-08,0.11443662,0
27/02/2021,Kedah,1.61645E-08,0.140384615,4.56824E-07
28/02/2021,Kedah,1.74786E-08,0.097826087,4.56827E-07
01/03/2021,Kedah,1.75949E-08,0.148491879,4.5683E-07
02/03/2021,Kedah,2.10288E-08,0.071428571,0
03/03/2021,Kedah,1.3086E-08,0.437340153,0
04/03/2021,Kedah,2.72919E-08,0.112554113,4.56843E-07
05/03/2021,Kedah,3.41567E-08,0.210280374,9.13691E-07
06/03/2021,Kedah,4.41619E-08,0.15,0
07/03/2021,Kedah,5.16676E-08,0.113095238,4.56851E-07
08/03/2021,Kedah,5.72511E-08,0.132911392,0
09/03/2021,Kedah,6.03503E-08,0.104938272,0
10/03/2021,Kedah,6.313E-08,0.066666667,4.56862E-07
11/03/2021,Kedah,6.79986E-08,0.209302326,0
12/03/2021,Kedah,7.52831E-08,0.075471698,0
13/03/2021,Kedah,8.90903E-08,0.0625,0
14/03/2021,Kedah,7.38997E-08,0.087431694,0
15/03/2021,Kedah,7.86597E-08,0.077319588,0
16/03/2021,Kedah,7.14571E-08,0.042654028,4.56892E-07
17/03/2021,Kedah,6.65307E-08,0.096491228,0
18/03/2021,Kedah,6.70378E-08,0.086065574,0
19/03/2021,Kedah,7.48008E-08,0.072580645,2.74147E-06
20/03/2021,Kedah,6.67935E-08,0.061818182,4.56921E-07
21/03/2021,Kedah,6.28274E-08,0.138888889,0.000326703
22/03/2021,Kedah,6.77922E-08,0.112727273,0.000541008
23/03/2021,Kedah,5.45234E-08,0.037288136,0.000569808
24/03/2021,Kedah,3.84225E-08,0.075075075,0.00061049
25/03/2021,Kedah,3.55704E-08,0.107954545,0.000245389
26/03/2021,Kedah,3.93984E-08,0.055718475,7.08301E-05
27/03/2021,Kedah,3.7694E-08,0.005649718,4.47836E-05
28/03/2021,Kedah,3.50961E-08,0.173333333,0.000381121
29/03/2021,Kedah,4.27272E-08,0.099071207,0.001251218
30/03/2021,Kedah,3.9092E-08,0.081325301,0.001061134
31/03/2021,Kedah,3.71479E-08,0.178362573,0.00115118
01/04/2021,Kedah,3.91302E-08,0.156549521,0.000758629
02/04/2021,Kedah,4.74649E-08,0.129824561,0.000181433
03/04/2021,Kedah,5.42278E-08,0.123134328,0.000198344
04/04/2021,Kedah,5.71704E-08,0.112359551,0.000626576
05/04/2021,Kedah,6.47597E-08,0.118081181,0.001122004
06/04/2021,Kedah,7.0445E-08,0.082706767,0.001218909
07/04/2021,Kedah,7.10953E-08,0.096774194,0.000680077
08/04/2021,Kedah,7.26754E-08,0.106007067,0.000265087
