t,date,cases_new,cases_recovered,cases_active,daily_vaccinated,FIXED,new_exposed_over,new_exposed_under,new_exposed,E(t)= NewCt+1 / delta,delta E(t),S,S/N,S/N * I,beta1,beta2,gamma1,gamma2,,,,
451,4/20/2021,2341,1592,21184,11292,,3372.833333,2343,2857.916667,14040,2340,31749195.42,0.9739017,20631.13361,0.138524461,0.831146767,0.090162387,0.090634441,,FALSE,421,430
452,4/21/2021,2340,1910,21605,11876,,3529.666667,2445.5,2987.583333,17250,2875,31735045.5,0.973467653,21031.76865,0.142050979,0.852305876,0.117611664,0.093126591,,FALSE,328,334
453,4/22/2021,2875,2541,21933,15188,,3557,2628.5,3092.75,17082,2847,31720181.92,0.973011715,21341.06595,0.144920128,0.869520765,0.106734145,0.108694661,,FALSE,491,506
454,4/23/2021,2847,2341,22424,6694,,3678.333333,2646,3162.166667,16302,2717,31701901.17,0.972450956,21806.24024,0.145012007,0.870072043,0.102211916,0.108366036,,FALSE,417,425
455,4/24/2021,2717,2292,22841,3492,,3632.333333,2760.166667,3196.25,16140,2690,31692045,0.97214862,22204.84662,0.1439438,0.8636628,0.081126045,0.083227529,,FALSE,816,837
456,4/25/2021,2690,1853,23657,5737,,3696.833333,2653.166667,3175,16656,2776,31685356.75,0.971943459,22993.2664,0.138083904,0.828503427,0.076214228,0.073170732,,FALSE,959,973
457,4/26/2021,2776,1803,24616,8944,,3797.166667,2617.833333,3207.5,16398,2733,31676444.75,0.971670084,23918.6308,0.134100485,0.804602912,0.082019825,0.08421352,,FALSE,703,714
458,4/27/2021,2733,2019,25319,11883,,3833.666667,2610.5,3222.083333,18852,3142,31664293.25,0.971297339,24592.27733,0.131020128,0.786120771,0.071961768,0.056360836,,FALSE,1306,1320
459,4/28/2021,3142,1822,26625,13240,,3952,2722.166667,3337.083333,19992,3332,31649188.17,0.970833993,25848.45506,0.129101849,0.774611092,0.072976526,0.066666667,,FALSE,1367,1389
460,4/29/2021,3332,1943,27992,6068,,4225,2902.166667,3563.583333,22728,3788,31632611.08,0.970325493,27161.35121,0.131200517,0.787203105,0.094312661,0.078772506,,FALSE,1127,1148
461,4/30/2021,3788,2640,29119,8921,,4277.5,3238.666667,3758.083333,17286,2881,31622979.5,0.970030046,28246.30491,0.133046901,0.798281406,0.084549607,0.116247124,,FALSE,403,419
462,5/1/2021,2881,2462,29522,2572,,4495.333333,3340.833333,3918.083333,20508,3418,31610300.42,0.969641117,28625.74506,0.136872711,0.821236267,0.091389472,0.073877109,,FALSE,700,720
463,5/2/2021,3418,2698,30222,8124,,4637.5,3351.333333,3994.416667,15000,2500,31603810.33,0.969442035,29298.47717,0.1363353,0.818011798,0.068426974,0.099563232,,FALSE,409,432
464,5/3/2021,2500,2068,30631,26749,,4807.666667,3421.666667,4114.666667,18720,3120,31591691.92,0.969070304,29683.59249,0.138617543,0.83170526,0.076197316,0.056413437,,FALSE,772,786
465,5/4/2021,3120,2334,31403,19703,,5025,3466.166667,4245.583333,22464,3744,31560828.25,0.968123566,30401.98434,0.139648231,0.837889386,0.073368786,0.05448524,,FALSE,1409,1440
466,5/5/2021,3744,2304,32812,22912,,4960.833333,3522.166667,4241.5,21306,3551,31536879.67,0.967388947,31741.96612,0.133624363,0.801746177,0.082561258,0.089296599,,FALSE,814,842
467,5/6/2021,3551,2709,33626,18790,,4897.666667,3585.5,4241.583333,26988,4498,31509726.17,0.966556017,32501.41264,0.130504584,0.783027503,0.10256944,0.075328615,,FALSE,1018,1049
468,5/7/2021,4498,3449,34644,15493,,4905.5,3641,4273.25,27114,4519,31486694.58,0.965849527,33460.89102,0.127708793,0.766252757,0.078484009,0.078714929,,FALSE,1771,1800
469,5/8/2021,4519,2719,36415,8447,,5012,3608.833333,4310.416667,22398,3733,31466928.33,0.9652432,35149.33114,0.122631542,0.73578925,0.088177949,0.110339146,,FALSE,501,522
470,5/9/2021,3733,3211,36916,6607,,5160.666667,3555.666667,4358.166667,22842,3807,31454170.92,0.964851869,35618.47158,0.122356925,0.734141552,0.093563766,0.092507314,,FALSE,318,353
471,5/10/2021,3807,3454,37234,24879,,5379,3557.333333,4468.166667,23838,3973,31443205.75,0.964515514,35912.77064,0.124417208,0.74650325,0.07648923,0.073212655,,FALSE,1081,1125
472,5/11/2021,3973,2848,38315,18462,,5704.166667,3884.333333,4794.25,28590,4765,31413858.58,0.963615294,36920.91999,0.129851856,0.779111138,0.081534647,0.062168863,,FALSE,1591,1641
473,5/12/2021,4765,3124,39906,7830,,6100.833333,4328.666667,5214.75,29130,4855,31390602.33,0.962901912,38425.5637,0.135710436,0.814262615,0.083872099,0.082569037,,FALSE,1470,1508
474,5/13/2021,4855,3347,41376,10,,6464.166667,4780.833333,5622.5,24678,4113,31377557.58,0.962501766,39824.47308,0.141182031,0.847092187,0.101266435,0.120287123,,FALSE,-122,-77
475,5/14/2021,4113,4190,41254,9,,6996.833333,5093.166667,6045,24840,4140,31371925.08,0.96232899,39699.92017,0.152267309,0.913603852,0.083191933,0.083700974,,FALSE,660,708
476,5/15/2021,4140,3432,41914,604,,7340.666667,5445,6392.833333,22680,3780,31365871.08,0.962143285,40327.27364,0.158523817,0.9511429,0.095194923,0.104833707,,FALSE,-254,-210
477,5/16/2021,3780,3990,41660,334,,7744.666667,5517.333333,6631,26676,4446,31358874.25,0.961928658,40073.94789,0.165469098,0.992814586,0.066826692,0.05206433,,FALSE,1611,1662
478,5/17/2021,4446,2784,43271,28214,,7978.5,5597.833333,6788.166667,29190,4865,31351909.25,0.961715008,41614.3701,0.163120736,0.978724414,0.080816251,0.072473481,,FALSE,1310,1368
479,5/18/2021,4865,3497,44581,32405,,8153.666667,5762,6957.833333,36450,6075,31316907.08,0.960641322,42826.35076,0.162466174,0.974797041,0.078867679,0.052914919,,FALSE,2506,2559
480,5/19/2021,6075,3516,47087,34154,,8453.166667,6018.166667,7235.666667,40836,6806,31277544.25,0.959433873,45176.86276,0.160163106,0.960978637,0.083165205,0.068617665,,FALSE,2844,2890
481,5/20/2021,6806,3916,49931,22007,,8903.166667,6237.166667,7570.166667,38958,6493,31236154.58,0.958164251,47842.09922,0.158232327,0.949393959,0.090284593,0.097774929,,FALSE,1924,1985
482,5/21/2021,6493,4508,51855,18911,,8907,6655.666667,7781.333333,37920,6320,31206577.42,0.957256976,49638.56049,0.156759851,0.940559104,0.090521647,0.095497059,,FALSE,1541,1626
483,5/22/2021,6320,4694,53396,3369,,8959.5,6607.333333,7783.416667,41856,6976,31179885.08,0.956438193,51069.97374,0.152406906,0.914441434,0.067177317,0.056183984,,FALSE,3320,3389
484,5/23/2021,6976,3587,56716,8431,,8928.833333,6498.333333,7713.583333,39054,6509,31168732.67,0.956096094,54225.94607,0.14224894,0.853493638,0.060864659,0.07026236,,FALSE,2991,3057
485,5/24/2021,6509,3452,59707,26158,,8966.333333,6373,7669.666667,43734,7289,31152588.08,0.955600861,57056.06063,0.134423348,0.806540085,0.063459896,0.051635487,,FALSE,3426,3500
486,5/25/2021,7289,3789,63133,30803,,9025,6275.166667,7650.083333,44868,7478,31118760.42,0.954563203,60264.43869,0.126941916,0.761651498,0.073891626,0.072339347,,FALSE,2722,2813
487,5/26/2021,7478,4665,65855,1912,,8934.666667,6140,7537.333333,47142,7857,31080307.33,0.953383661,62785.08096,0.120049751,0.720298506,0.069820059,0.065021638,,FALSE,3196,3259
488,5/27/2021,7857,4598,69051,49675,,8673.333333,6264.833333,7469.083333,49740,8290,31070858,0.953093804,65812.08024,0.113491069,0.680946413,0.069716586,0.064966474,,FALSE,3371,3476
489,5/28/2021,8290,4814,72422,27631,,8547,6369.5,7458.25,54120,9020,31013713.92,0.951340918,68898.01194,0.108250584,0.649503501,0.076316589,0.067272376,,FALSE,3418,3493
490,5/29/2021,9020,5527,75840,15082,,8288.166667,6225.5,7256.833333,41994,6999,30978624.67,0.95026456,72068.06426,0.100694162,0.604164972,0.067523734,0.095609177,,FALSE,1769,1878
491,5/30/2021,6999,5121,77609,24443,,8031.666667,5820.166667,6925.916667,40944,6824,30956285.83,0.94957932,73695.90145,0.093979672,0.563878034,0.067659679,0.071164427,,FALSE,1476,1573
492,5/31/2021,6824,5251,79085,28728,,7787.666667,5379.666667,6583.666667,42630,7105,30924916.92,0.948617083,75021.38204,0.087757203,0.526543219,0.076917241,0.074552696,,FALSE,928,1022
493,6/1/2021,7105,6083,80013,24471,,7364.666667,5128.166667,6246.416667,46218,7703,30889605.25,0.947533903,75815.03021,0.082390215,0.494341292,0.072200767,0.065814305,,FALSE,1839,1926
494,6/2/2021,7703,5777,81852,9903,,7214.833333,4831.333333,6023.083333,49254,8209,30858887.83,0.946591651,77480.41984,0.077736844,0.466421066,0.086118849,0.081280848,,FALSE,1050,1160
495,6/3/2021,8209,7049,82902,7886,,6938.333333,4932.666667,5935.5,46488,7748,30842961.75,0.946103121,78433.84095,0.075675243,0.45405146,0.079901571,0.086463535,,FALSE,1041,1124
496,6/4/2021,7748,6624,83943,4992,,6782.166667,5019.666667,5900.916667,44712,7452,30829140.25,0.945679149,79383.14479,0.07433463,0.446007778,0.072727923,0.077326281,,FALSE,1257,1347
497,6/5/2021,7452,6105,85200,1405,,6728.5,4976,5852.25,37446,6241,30818247.33,0.94534501,80543.39487,0.072659589,0.435957536,0.060246479,0.075387324,,FALSE,1029,1108
498,6/6/2021,6241,5133,86229,1620,,6704,4761,5732.5,31626,5271,30810990.08,0.945122395,81496.95902,0.070340048,0.422040287,0.087534356,0.099757622,,FALSE,-2361,-2277
499,6/7/2021,5271,7548,83868,5108,,6522.5,4719,5620.75,33396,5566,30803637.58,0.944896858,79246.60972,0.070927324,0.425563947,0.083011399,0.080364382,,FALSE,-1469,-1396
500,6/8/2021,5566,6962,82399,46444,,6533.666667,4435.833333,5484.75,37434,6239,30792908.83,0.944567756,77831.4385,0.070469596,0.422817574,0.08963701,0.08259809,,FALSE,-1240,-1147
501,6/9/2021,6239,7386,81159,40818,,6465.5,4426.666667,5446.083333,34026,5671,30740980.08,0.942974849,76530.89578,0.071161892,0.426971351,0.090254932,0.098091401,,FALSE,-1722,-1654
502,6/10/2021,5671,7325,79437,47514,,6485.166667,4616,5550.583333,41094,6849,30694716,0.941555706,74794.36058,0.074211255,0.445267527,0.097549001,0.083550487,,FALSE,-966,-900
503,6/11/2021,6849,7749,78471,30304,,6483.333333,4776.333333,5629.833333,34758,5793,30641651.42,0.939927958,73757.08676,0.076329389,0.457976331,0.10620484,0.120719756,,FALSE,-2624,-2541
504,6/12/2021,5793,8334,75847,34210,,6427,4755.333333,5591.166667,31824,5304,30605717.58,0.938825693,71207.11232,0.078519778,0.471118669,0.10762456,0.115034214,,FALSE,-2932,-2859
505,6/13/2021,5304,8163,72915,27023,,6314.333333,4665.5,5489.916667,29694,4949,30565916.42,0.937604798,68365.45385,0.080302497,0.481814983,0.090351779,0.096468491,,FALSE,-1730,-1639
506,6/14/2021,4949,6588,71185,55974,,6330,4499.666667,5414.833333,32514,5419,30533403.5,0.936607469,66672.4027,0.081215512,0.487293073,0.095961228,0.090468498,,FALSE,-1491,-1412
507,6/15/2021,5419,6831,69694,56267,,6347.166667,4300.333333,5323.75,30900,5150,30472014.67,0.934724376,65144.68068,0.081721945,0.490331669,0.103882687,0.10890464,,FALSE,-2171,-2090
508,6/16/2021,5150,7240,67523,8304,,6242.5,4288.666667,5265.583333,34428,5738,30410423.92,0.932835089,62987.82375,0.083596845,0.501581069,0.111517557,0.104009004,,FALSE,-1873,-1792
509,6/17/2021,5738,7530,65650,44466,,6224.5,4375.166667,5299.833333,38640,6440,30396854.33,0.932418845,61213.29715,0.086579772,0.519478634,0.104508759,0.095049505,,FALSE,-502,-421
510,6/18/2021,6440,6861,65148,32780,,6273.333333,4573.833333,5423.583333,35466,5911,30347088.5,0.930892285,60645.7706,0.089430529,0.536583173,0.106188985,0.115337386,,FALSE,-1074,-1007
511,6/19/2021,5911,6918,64074,36348,,6374.5,4714.333333,5544.416667,31758,5293,30308884.92,0.929720396,59570.90467,0.093072561,0.558435367,0.092720916,0.103536536,,FALSE,-723,-648
512,6/20/2021,5293,5941,63351,24255,,6656.833333,4710,5683.416667,27666,4611,30266992.5,0.928435353,58817.30803,0.096628303,0.579769818,0.085854998,0.097899007,,FALSE,-909,-828
513,6/21/2021,4611,5439,62442,54795,,6828.833333,4809.333333,5819.083333,28458,4743,30237054.08,0.927516996,57916.01629,0.10047451,0.602847057,0.088994587,0.088289933,,FALSE,-902,-814
514,6/22/2021,4743,5557,61540,61080,,7020,4886.666667,5953.333333,31464,5244,30176440,0.925657669,56964.97293,0.104508666,0.627051996,0.103542411,0.096766331,,FALSE,-1212,-1128
515,6/23/2021,5244,6372,60328,80200,,7215,5084.166667,6149.583333,35046,5841,30109406.67,0.923601431,55719.02716,0.110367744,0.662206465,0.089693012,0.081139769,,FALSE,349,430
516,6/24/2021,5841,5411,60677,94859,84,7357.5,5316.833333,6337.166667,34872,5812,30023057.08,0.920952671,55880.64523,0.113405395,0.680432372,0.111656806,349,346,FALSE,-1041,-963
517,6/25/2021,5812,6775,59636,68320,82,7434,5556.833333,6495.416667,34818,5803,29921860.92,0.917848494,54736.81281,0.11866633,0.711997977,0.087078275,-1041,-1045,FALSE,522,610
518,6/26/2021,5803,5193,60158,56407,81,7628.833333,5491.5,6560.166667,33516,5586,29847045.5,0.915553543,55077.87004,0.119107123,0.714642741,0.07940756,522,529,FALSE,737,809
519,6/27/2021,5586,4777,60895,66246,60,7831.666667,5510,6670.833333,31308,5218,29784078.33,0.913622035,55635.01381,0.119903508,0.719421049,0.07790459,737,749,FALSE,383,474
520,6/28/2021,5218,4744,61278,43672,,7968.5,5621,6794.75,38622,6437,29711161.5,0.911385322,55847.86977,0.121665339,0.729992033,0.086458435,383,474,FALSE,1048,1139
521,6/29/2021,6437,5298,62326,85549,,8281.833333,5640.166667,6961,37656,6276,29660694.75,0.909837262,56706.51721,0.12275485,0.736529099,0.07908417,1048,1139,FALSE,1237,1347
522,6/30/2021,6276,4929,63563,96852,,8648.166667,6008.5,7328.333333,41928,6988,29568184.75,0.906999532,57651.61127,0.127114111,0.762684668,0.08778692,,,FALSE,1310,1408
523,7/1/2021,6988,5580,64873,86620,,9097.333333,6531,7814.166667,41892,6982,29464004.42,0.903803816,58632.46499,0.133273719,0.799642314,0.096773696,,,FALSE,597,704
524,7/2/2021,6982,6278,65470,70740,,9607.333333,7025.333333,8316.333333,39948,6658,29369570.25,0.900907063,58982.38541,0.140996897,0.845981383,0.086711471,,,FALSE,863,981
525,7/3/2021,6658,5677,66333,79440,,9971.833333,7267.166667,8619.5,36270,6045,29290513.92,0.898482022,59599.00796,0.14462489,0.867749343,0.079462711,,,FALSE,660,774
526,7/4/2021,6045,5271,66993,80871,,10542.66667,7513.333333,9028,38322,6387,29202454.42,0.89578081,60011.04383,0.150438976,0.902633858,0.067648859,,,FALSE,1755,1855
527,7/5/2021,6387,4532,68748,121528,,11296.16667,7881.833333,9589,45924,7654,29112555.42,0.893023172,61393.55705,0.156189028,0.937134168,0.069776575,,,FALSE,2744,2857
528,7/6/2021,7654,4797,71492,139334,,12020.66667,8288.166667,10154.41667,42582,7097,28981438.42,0.889001178,63556.47225,0.159769986,0.958619915,0.068021597,,,FALSE,2079,2234
529,7/7/2021,7097,4863,73571,176628,,12580.83333,8931.833333,10756.33333,53208,8868,28831950,0.884415644,65067.34336,0.165310781,0.991864685,0.078862595,,,FALSE,2908,3066
530,7/8/2021,8868,5802,76479,160668,,13110,9504.5,11307.25,55080,9180,28644565.67,0.878667658,67199.62385,0.168263591,1.009581544,0.074700245,,,FALSE,3285,3467
531,7/9/2021,9180,5713,79764,129862,,13377.5,10163.5,11770.5,56118,9353,28472590.42,0.873392344,69665.26693,0.16895794,1.013747641,0.074093576,,,FALSE,3294,3443
532,7/10/2021,9353,5910,83058,116782,,13777.16667,10102,11939.58333,54630,9105,28330957.92,0.869047789,72181.37125,0.165410869,0.992465213,0.062534614,,,FALSE,3727,3911
533,7/11/2021,9105,5194,86785,103448,,13991.66667,9994.333333,11993,51444,8574,28202236.33,0.865099274,75077.6405,0.159741301,0.958447808,0.058086075,,,FALSE,3357,3533
534,7/12/2021,8574,5041,90142,162556,,14052.83333,9852.833333,11952.83333,66474,11079,28086795.33,0.861558139,77662.57377,0.153907252,0.923443514,0.066450711,,,FALSE,4896,5089
535,7/13/2021,11079,5990,95038,171456,,14022.66667,9760.166667,11891.41667,69708,11618,27912286.5,0.856205107,81372.02099,0.14613643,0.876818581,0.067099476,,,FALSE,5062,5241
536,7/14/2021,11618,6377,100100,164098,,14528,9844.5,12186.25,79290,13215,27728939.08,0.850580953,85143.15344,0.143126599,0.858759595,0.060889111,,,FALSE,6910,7120
537,7/15/2021,13215,6095,107010,161358,,15090.33333,10655,12872.66667,75246,12541,27552654.83,0.845173461,90442.01208,0.142330609,0.853983655,0.063003458,,,FALSE,5585,5799
538,7/16/2021,12541,6742,112595,134253,,16146.16667,11476.66667,13811.41667,75168,12528,27378424.17,0.839828962,94560.542,0.146058984,0.876353902,0.058874728,,,FALSE,5635,5899
539,7/17/2021,12528,6629,118230,132256,,16736.83333,12256.5,14496.66667,64260,10710,27230359.75,0.835287109,98755.99488,0.146792776,0.880756658,0.048870845,,,FALSE,4696,4932
540,7/18/2021,10710,5778,122926,104173,,17362,12678.33333,15020.16667,65832,10972,27083607.08,0.830785493,102125.1376,0.147076097,0.882456584,0.052381107,,,FALSE,4310,4533
541,7/19/2021,10972,6439,127236,154610,,18265.33333,13192.16667,15728.75,74196,12366,26964413.92,0.827129261,105240.6187,0.149455127,0.89673076,0.059472162,,,FALSE,4521,4799
542,7/20/2021,12366,7567,131757,103502,,18954.66667,13497.5,16226.08333,71910,11985,26794075.17,0.821904146,108291.6246,0.149836919,0.899021511,0.059974043,,,FALSE,3811,4083
543,7/21/2021,11985,7902,135568,170577,,19165.83333,13708.83333,16437.33333,78204,13034,26674347.08,0.818231506,110926.0088,0.148182861,0.889097166,0.062227074,,,FALSE,4332,4598
544,7/22/2021,13034,8436,139900,176884,,19479.83333,13674.66667,16577.25,93438,15573,26487332.75,0.81249487,113668.0323,0.145839157,0.875034942,0.072151537,,,FALSE,5190,5479
545,7/23/2021,15573,10094,145090,164626,,19497.33333,14219.66667,16858.5,95412,15902,26293871.5,0.806560475,117023.8594,0.144060366,0.864362195,0.065276725,,,FALSE,6132,6431
546,7/24/2021,15902,9471,151222,137657,,19705.33333,14391.83333,17048.58333,102270,17045,26112387,0.800993466,121127.834,0.140748685,0.844492109,0.064031689,,,FALSE,7059,7362
547,7/25/2021,17045,9683,158281,125091,,19870,14118.33333,16994.16667,87096,14516,25957681.42,0.796247896,126030.9133,0.134841256,0.809047537,0.059204832,,,FALSE,4876,5145
548,7/26/2021,14516,9371,163157,195712,,20272.33333,14107.5,17189.91667,96702,16117,25815596.25,0.791889456,129202.3079,0.133046514,0.798279084,0.070643613,,,FALSE,4315,4591
549,7/27/2021,16117,11526,167472,205971,,20843.33333,14604,17723.66667,104430,17405,25602694.33,0.785358722,131525.5959,0.134754506,0.808527035,0.073881007,,,FALSE,4711,5032
550,7/28/2021,17405,12373,172183,207292,,21518.16667,15072.33333,18295.25,103020,17170,25378999.67,0.778496922,134043.9356,0.136486965,0.818921793,0.075094522,,,FALSE,3951,4240
551,7/29/2021,17170,12930,176134,218672,,21763.33333,15695.5,18729.41667,101040,16840,25153412.42,0.771577068,135900.9553,0.137816667,0.8269,0.069146218,,,FALSE,4334,4661
552,7/30/2021,16840,12179,180468,203090,,22019.66667,16277.66667,19148.66667,106716,17786,24916011,0.764294816,137930.7568,0.138828113,0.832968677,0.064931179,,,FALSE,5756,6068
553,7/31/2021,17786,11718,186224,207659,,22265,16541.5,19403.25,102900,17150,24693772.33,0.757477679,141060.5233,0.137552659,0.825315952,0.060819228,,,FALSE,5498,5824
554,8/1/2021,17150,11326,191722,185642,,22746,16111,19428.5,94584,15764,24466710.08,0.750512579,143889.7727,0.135023495,0.81014097,0.061375325,,,FALSE,3622,3997
555,8/2/2021,15764,11767,195344,252259,,22906.16667,16010.16667,19458.16667,102630,17105,24261639.58,0.744222073,145379.3166,0.13384412,0.803064718,0.062950487,,,FALSE,4468,4808
556,8/3/2021,17105,12297,199812,251074,,23084.83333,15992,19538.41667,118914,19819,23989922.42,0.735887191,147039.0913,0.132879063,0.797274377,0.063579765,,,FALSE,6808,7115
557,8/4/2021,19819,12704,206620,273535,,23181.33333,16393.83333,19787.58333,123576,20596,23719310,0.727586196,150333.8599,0.131624262,0.789745571,0.067239377,,,FALSE,6390,6703
558,8/5/2021,20596,13893,213010,303031,,23416.83333,16857.16667,20137,125334,20889,23425987.42,0.718588571,153066.5515,0.131557155,0.789342928,0.076963523,,,FALSE,4137,4495
559,8/6/2021,20889,16394,217147,266001,,23726.5,17429.5,20578,115542,19257,23102819.42,0.708675442,153886.7463,0.133721717,0.802330305,0.075165671,,,FALSE,2601,2935
560,8/7/2021,19257,16322,219748,247351,,24143.83333,17522,20832.91667,112128,18688,22816240.42,0.699884675,153798.2576,0.135456129,0.812736776,0.077611628,,,FALSE,1313,1633
561,8/8/2021,18688,17055,221061,239754,,24083.83333,17348.66667,20716.25,103416,17236,22548056.5,0.691658175,152898.6478,0.13549008,0.812940479,0.068700494,,,FALSE,1744,2049
562,8/9/2021,17236,15187,222805,284806,,24327.5,17009.16667,20668.33333,119946,19991,22287586.25,0.68366829,152324.7133,0.135686015,0.81411609,0.072969637,,,FALSE,3325,3733
563,8/10/2021,19991,16258,226130,201819,,24540.83333,17138.16667,20839.5,124680,20780,21982111.92,0.674297912,152478.9867,0.136671291,0.820027747,0.07948083,,,FALSE,2519,2807
564,8/11/2021,20780,17973,228649,274807,,24890.16667,17517.83333,21204,130008,21668,21759453.42,0.667467896,152615.867,0.138937061,0.833622365,0.077354373,,,FALSE,3687,3981
565,8/12/2021,21668,17687,232336,334087,,25155.5,18020.83333,21588.16667,128808,21468,21463442.42,0.658387804,152967.1889,0.141129394,0.846776364,0.073277495,,,FALSE,4180,4443
566,8/13/2021,21468,17025,236516,311369,,25032.33333,18441.16667,21736.75,124020,20670,21107767.25,0.647477523,153138.7938,0.141941499,0.851648996,0.074646113,,,FALSE,2739,3015
567,8/14/2021,20670,17655,239255,289792,,24687.66667,18470.5,21579.08333,123276,20546,20774661.5,0.637259555,152467.5349,0.141532316,0.849193896,0.070824016,,,FALSE,3312,3601
568,8/15/2021,20546,16945,242567,281857,,24888.66667,17708.83333,21298.75,118440,19740,20463290.42,0.627708295,152261.318,0.139882869,0.839297214,0.071938887,,,FALSE,1999,2290
569,8/16/2021,19740,17450,244566,335389,,24955.33333,17357,21156.16667,117786,19631,20160134.67,0.618409039,151241.825,0.139883043,0.839298256,0.067331518,,,FALSE,2911,3164
570,8/17/2021,19631,16467,247477,350322,,25230.5,17203.33333,21216.91667,133452,22242,19803589.5,0.607472071,150335.3656,0.141130576,0.846783453,0.079522541,,,FALSE,2284,2562
571,8/18/2021,22242,19680,249761,364961,,24981.5,17592.83333,21287.16667,137688,22948,19432050.58,0.596075171,148876.3309,0.142985568,0.857913406,0.086963137,,,FALSE,971,1228
572,8/19/2021,22948,21720,250732,352179,,25037.33333,17970,21503.66667,141384,23564,19045802.42,0.584227068,146484.4212,0.146798318,0.880789909,0.085541534,,,FALSE,1883,2116
573,8/20/2021,23564,21448,252615,341725,,25166,18790.83333,21978.41667,133572,22262,18672119.75,0.57276441,144688.8813,0.151901214,0.911407282,0.073534826,,,FALSE,3438,3686
574,8/21/2021,22262,18576,256053,326019,,25432,18747.83333,22089.91667,118842,19807,18308416.33,0.561607863,143801.3781,0.153614082,0.921684491,0.071079034,,,FALSE,1304,1607
575,8/22/2021,19807,18200,257357,314653,,25442,18185.5,21813.75,106032,17672,17960307.42,0.550929675,141785.6085,0.153850241,0.923101445,0.074033347,,,FALSE,-1654,-1381
576,8/23/2021,17672,19053,255703,256650,,24795.33333,17568.5,21181.91667,125022,20837,17623840.67,0.540608609,138235.2433,0.153230943,0.919385657,0.072791481,,,FALSE,2037,2224
577,8/24/2021,20837,18613,257740,276764,,24193.5,17017.16667,20605.33333,135852,22642,17346008.75,0.532086158,137139.8864,0.150250477,0.901502862,0.080693722,,,FALSE,1609,1844
578,8/25/2021,22642,20798,259349,275441,,23744.83333,16749,20246.91667,147594,24599,17048639.42,0.522964399,135630.294,0.149280194,0.895681167,0.087361046,,,FALSE,1672,1942
579,8/26/2021,24599,22657,261021,267233,,23154.83333,16548.83333,19851.83333,132420,22070,16752951.5,0.513894218,134137.1826,0.147996498,0.88797899,0.08381318,,,FALSE,-43,193
580,8/27/2021,22070,21877,260978,218308,,23124.33333,16513.66667,19819,135582,22597,16465866.67,0.505087935,131816.839,0.150352566,0.902115397,0.074688288,,,FALSE,2867,3105
581,8/28/2021,22597,19492,263845,210635,,22805,16430.16667,19617.58333,123474,20579,16227739.67,0.497783425,131337.6679,0.149367532,0.896205193,0.079004719,,,FALSE,-511,-266
582,8/29/2021,20579,20845,263334,178112,,22413.33333,16195.16667,19304.25,115608,19268,15997487.08,0.490720463,129223.3823,0.149386664,0.896319984,0.08072258,,,FALSE,-2262,-1989
583,8/30/2021,19268,21257,261072,196025,,22575.16667,15788.33333,19181.75,125382,20897,15800070.83,0.484664749,126532.3955,0.151595565,0.909573391,0.070727615,,,FALSE,2176,2432
584,8/31/2021,20897,18465,263248,158363,,22295,15847.5,19071.25,112572,18762,15584864.08,0.478063315,125849.2117,0.15154048,0.909242883,0.080049991,,,FALSE,-2579,-2311
585,9/1/2021,18762,21073,260669,229394,,22594.66667,15889.16667,19241.91667,125928,20988,15407429.83,0.472620547,123197.5254,0.156187526,0.937125154,0.090049066,,,FALSE,-2712,-2485
586,9/2/2021,20988,23473,257957,207743,,22676.83333,16019.16667,19348,116268,19378,15158793.92,0.464993678,119948.3743,0.161302728,0.967816368,0.086832302,,,FALSE,-3238,-3021
587,9/3/2021,19378,22399,254719,202369,,22477.16667,16385.5,19431.33333,114342,19057,14931702.92,0.458027697,116668.3569,0.166551873,0.999311236,0.084728662,,,FALSE,-2753,-2525
588,9/4/2021,19057,21582,251966,188254,,22264,16494,19379,122376,20396,14709902.58,0.451224006,113693.1078,0.170450086,1.022700516,0.081649905,,,FALSE,-426,-177
589,9/5/2021,20396,20573,251540,171143,,21784.33333,15884,18834.16667,104112,17352,14502269.58,0.444854895,111898.8003,0.168314286,1.009885715,0.080309295,,,FALSE,-3082,-2849
590,9/6/2021,17352,20201,248458,200135,,21744.66667,15277.66667,18511.16667,111282,18547,14312292.42,0.439027375,109079.8635,0.169702877,1.018217263,0.076077244,,,FALSE,-583,-355
591,9/7/2021,18547,18902,247875,207575,,21662.66667,14997.5,18330.08333,118398,19733,14093646.25,0.432320437,107161.4284,0.171051129,1.026306776,0.091582451,,,FALSE,-3215,-2968
592,9/8/2021,19733,22701,244660,213300,,21062.83333,14875,17968.91667,115842,19307,13867741.17,0.425390833,104076.1213,0.172651675,1.03591005,0.101589962,,,FALSE,-5760,-5548
593,9/9/2021,19307,24855,238900,208063,,20396,14604.83333,17500.41667,127056,21176,13636472.25,0.418296695,99931.08038,0.175124862,1.050749172,0.089895354,,,FALSE,-514,-300
594,9/10/2021,21176,21476,238386,198029,,19688.66667,14517.5,17103.08333,117300,19550,13410908.83,0.411377572,98066.65378,0.17440264,1.046415841,0.091326672,,,FALSE,-2434,-2221
595,9/11/2021,19550,21771,235952,189847,,19400.66667,14398.33333,16899.5,115188,19198,13195776.75,0.404778428,95508.27962,0.176942775,1.061656648,0.08891639,,,FALSE,-2008,-1782
